dif_lifespan,length,exercise,smoking,alcohol,sugar
-2.200000000000003,176.0,1.7,9.7,0.7,35.6
0.6999999999999886,179.0,3.9,6.0,1.9,25.6
-3.1999999999999886,204.0,2.3,17.3,0.7,9.2
-2.5999999999999943,182.0,4.2,15.2,4.4,36.4
-7.099999999999994,185.0,1.5,14.3,5.5,47.2
0.7000000000000028,185.0,2.5,0.7,3.7,6.8
0.20000000000000284,180.0,1.7,0.1,1.5,42.0
-4.5,188.0,3.3,17.9,1.1,23.2
-2.6000000000000085,210.0,2.2,14.3,0.9,23.6
1.5,196.0,2.5,1.1,0.8,13.2
-3.4000000000000057,179.0,3.6,13.1,3.9,29.2
-0.7999999999999972,178.0,3.8,4.7,0.5,23.2
1.6000000000000085,187.0,2.4,0.4,0.5,12.8
-0.7000000000000028,193.0,1.7,0.1,4.9,20.0
-4.799999999999997,181.0,1.9,19.6,0.8,26.4
-0.20000000000000284,180.0,4.3,9.3,3.6,9.2
-6.400000000000006,182.0,1.5,18.2,0.5,25.6
-4.0,190.0,0.3,10.3,0.5,25.2
-1.7000000000000028,190.0,3.9,7.7,5.2,7.6
-1.8000000000000114,165.0,2.5,16.2,0.2,30.0
-0.6000000000000085,195.0,1.7,2.6,4.2,32.0
-0.6000000000000085,159.0,4.0,10.2,0.3,8.0
1.5999999999999943,192.0,3.8,0.9,3.8,10.8
-2.3000000000000114,208.0,1.6,11.6,0.4,33.6
-0.7999999999999972,207.0,2.3,3.9,2.8,20.4
-3.799999999999997,212.0,4.1,20.0,0.9,20.4
-2.200000000000003,195.0,3.2,21.6,1.1,8.0
-1.2999999999999972,199.0,1.6,4.4,0.6,30.4
-6.799999999999997,159.0,1.1,16.0,4.6,14.4
-3.4000000000000057,201.0,1.0,18.4,2.3,27.2
-4.099999999999994,194.0,0.6,9.8,1.1,20.0
0.6999999999999886,191.0,1.6,0.1,0.4,9.2
-0.09999999999999432,167.0,1.8,7.4,1.1,15.2
-1.7000000000000028,181.0,2.8,0.1,4.5,20.8
-2.9000000000000057,169.0,2.7,14.5,0.6,15.6
-5.5,178.0,1.7,20.4,4.8,36.4
-2.299999999999997,201.0,0.6,13.4,1.0,48.4
-1.2000000000000028,181.0,1.9,10.1,0.7,28.0
-2.200000000000003,180.0,2.0,10.6,0.7,5.6
-1.5,170.0,1.3,0.3,6.0,14.4
-0.4000000000000057,183.0,1.3,0.9,5.7,28.0
0.7000000000000028,177.0,4.0,1.8,0.5,33.6
-1.0,184.0,2.4,0.8,5.1,22.4
-6.800000000000011,180.0,0.6,21.0,1.0,52.4
-4.900000000000006,197.0,1.3,18.4,3.4,18.4
2.0,201.0,2.9,0.0,3.3,15.2
1.0,207.0,5.2,8.2,1.8,7.2
-1.5,185.0,4.0,5.4,5.3,13.6
-5.1000000000000085,182.0,2.1,20.2,5.3,14.0
-0.5,180.0,3.5,10.8,0.4,20.0
-1.5,177.0,1.7,10.1,0.5,32.0
-6.300000000000011,165.0,1.2,18.2,0.5,20.8
-1.5,172.0,1.1,4.7,3.1,24.8
-1.7999999999999972,185.0,0.5,0.6,0.7,25.6
2.0999999999999943,213.0,4.3,3.1,1.4,27.2
-5.299999999999997,181.0,2.1,21.3,1.8,32.0
-8.0,181.0,2.4,18.9,0.2,25.6
0.5,197.0,2.0,1.6,0.8,12.8
-0.9000000000000057,199.0,0.8,0.3,4.1,20.0
-3.4000000000000057,173.0,1.6,10.3,4.8,25.6
0.20000000000000284,193.0,2.8,4.3,1.9,20.0
-0.09999999999999432,186.0,5.3,4.7,1.8,28.4
-5.200000000000003,202.0,3.7,20.4,1.4,24.8
-0.6000000000000085,186.0,1.8,0.1,2.1,33.6
-5.1000000000000085,169.0,1.6,18.5,2.6,33.2
-2.5999999999999943,193.0,2.4,19.7,3.0,14.8
-4.000000000000007,178.0,4.2,18.7,0.3,22.0
-1.0,174.0,0.9,0.4,3.8,18.0
-2.299999999999997,202.0,1.6,6.0,5.0,39.2
-5.299999999999997,171.0,3.4,19.3,5.9,39.2
-0.5,179.0,4.2,15.2,0.7,13.6
-5.0,195.0,1.5,17.9,0.8,22.8
-0.29999999999999716,172.0,2.6,0.4,3.5,36.4
-2.200000000000003,187.0,0.8,5.4,2.2,28.4
-3.0,194.0,0.1,4.1,4.3,32.0
0.20000000000000284,202.0,2.4,4.8,0.5,22.4
-1.2999999999999972,164.0,1.8,6.3,2.9,22.0
-4.400000000000006,171.0,2.1,18.8,1.3,21.6
-1.0,195.0,1.6,4.0,0.3,37.2
-6.5,173.0,3.0,21.8,1.8,37.6
-1.0,173.0,5.0,14.6,1.1,18.8
-5.8999999999999915,187.0,5.2,21.0,0.7,22.0
0.4000000000000057,184.0,3.4,8.2,0.4,29.6
-6.799999999999997,174.0,0.8,17.5,5.2,20.8
-1.3000000000000114,198.0,2.2,7.3,0.4,34.4
-1.6999999999999886,172.0,3.7,12.8,0.5,35.2
0.6999999999999886,204.0,4.6,7.9,4.4,20.4
-4.5,178.0,1.4,13.5,0.4,40.0
-1.2000000000000028,197.0,1.1,4.4,0.4,25.2
1.0,198.0,1.6,0.3,0.6,48.4
0.10000000000000853,200.0,1.5,0.2,0.4,38.4
-7.199999999999989,199.0,1.2,13.5,5.0,38.4
-4.099999999999994,171.0,2.3,14.6,4.7,44.0
-0.4000000000000057,174.0,1.2,0.3,0.2,38.0
-3.0,185.0,1.7,9.7,4.4,37.6
0.0,183.0,0.8,0.6,0.3,26.4
0.29999999999999716,177.0,2.3,2.2,0.5,12.4
-0.29999999999999716,186.0,1.8,7.8,1.2,14.8
-0.5,199.0,0.8,1.5,3.0,31.6
-1.0,176.0,1.9,1.5,5.0,38.4
-3.5,155.0,2.0,6.5,1.3,36.0
-1.7000000000000028,200.0,2.4,10.7,4.2,36.4
-3.0,180.0,2.1,10.2,2.2,22.4
-5.099999999999994,193.0,1.7,13.9,1.3,18.8
-3.5,178.0,2.1,10.4,0.1,16.4
-2.6999999999999886,194.0,0.6,5.0,3.9,40.4
-4.099999999999994,204.0,0.5,11.2,3.9,37.6
-4.8999999999999915,175.0,1.2,15.9,1.6,16.4
4.8999999999999915,195.0,4.4,0.1,0.5,10.4
-2.1999999999999886,198.0,3.4,13.3,3.7,22.0
-1.4000000000000057,189.0,1.3,5.6,4.0,36.0
-5.299999999999997,185.0,2.1,8.6,5.2,38.0
-0.5999999999999943,178.0,2.5,10.4,1.0,34.4
-2.5,185.0,2.5,9.7,3.3,38.8
-5.599999999999994,174.0,1.5,21.1,2.4,37.6
-2.9000000000000057,196.0,1.3,11.9,5.2,31.2
-2.0,195.0,2.2,7.1,1.3,16.4
-1.2000000000000028,206.0,2.7,9.5,0.4,20.8
-2.5,176.0,1.7,7.6,1.9,21.2
-1.5,204.0,1.9,4.5,1.2,23.2
-2.0,212.0,1.9,8.1,2.1,11.6
0.0,177.0,2.9,6.8,0.1,26.8
-0.10000000000000853,196.0,1.0,0.1,2.3,18.4
-4.0,204.0,3.3,19.9,3.5,7.2
-2.5,179.0,2.1,17.1,1.2,32.0
0.0,199.0,2.3,3.2,0.6,14.8
-1.7999999999999972,184.0,0.6,5.8,0.7,24.4
-5.099999999999994,179.0,2.5,21.5,1.4,26.4
-4.5,164.0,3.8,15.6,5.6,31.2
-1.2000000000000028,171.0,1.2,0.3,4.4,26.8
-4.0,191.0,3.7,20.6,2.1,31.2
-1.0,206.0,0.7,0.7,2.6,35.2
0.5,186.0,1.9,1.0,4.1,8.4
0.20000000000000284,198.0,3.5,2.4,2.7,37.2
0.5999999999999943,198.0,1.8,0.2,0.5,20.0
0.4000000000000057,184.0,2.4,0.3,0.9,29.2
0.7000000000000028,189.0,1.8,1.0,0.6,34.8
-1.3999999999999986,185.0,0.6,6.9,0.7,4.8
-6.200000000000003,176.0,2.0,20.9,4.5,40.4
-0.5999999999999943,161.0,2.3,1.5,5.9,18.4
-7.1000000000000085,196.0,1.1,16.6,0.7,18.4
-0.29999999999999716,183.0,4.4,13.0,0.3,48.0
-4.799999999999997,201.0,3.1,13.8,4.7,34.8
-4.0,182.0,2.5,21.0,4.8,40.8
-1.8000000000000114,189.0,1.8,9.7,0.3,35.6
-4.700000000000003,191.0,2.2,19.9,1.7,21.6
-2.799999999999997,174.0,1.8,12.7,0.2,44.0
0.10000000000000853,175.0,1.0,1.1,1.2,7.6
-3.8000000000000114,166.0,1.3,16.2,1.3,26.0
-3.9000000000000057,188.0,2.1,15.6,5.1,20.4
-1.8000000000000114,187.0,2.8,6.3,5.7,31.2
-0.7000000000000028,183.0,0.4,0.6,1.0,21.2
-0.10000000000000853,191.0,3.0,0.1,5.1,39.2
0.7999999999999972,205.0,1.4,0.2,1.0,24.4
-2.799999999999997,195.0,3.3,11.9,4.3,28.8
0.29999999999999716,198.0,2.0,0.3,4.3,14.4
1.3000000000000114,183.0,2.9,2.1,2.0,14.4
0.6000000000000085,185.0,3.1,5.2,1.0,21.2
-2.5,188.0,2.6,12.8,0.2,24.4
-1.4000000000000057,170.0,1.6,5.6,2.1,32.0
-1.4000000000000057,172.0,1.1,4.0,1.1,36.8
-0.6000000000000085,185.0,1.5,0.2,5.7,16.0
-1.0999999999999943,193.0,2.0,7.4,2.0,21.6
-3.3999999999999915,183.0,1.8,13.3,2.6,18.0
-5.5,198.0,0.1,14.4,4.9,14.4
-0.7999999999999972,201.0,3.1,7.2,4.3,27.6
-3.1000000000000085,197.0,2.1,14.0,4.6,23.2
-3.799999999999997,171.0,2.2,18.1,0.3,27.6
1.2999999999999972,211.0,3.1,3.4,0.1,19.6
-2.4000000000000057,180.0,3.7,20.7,5.5,23.6
0.7999999999999972,170.0,3.2,4.5,0.1,21.6
0.0,192.0,1.2,0.9,0.2,10.8
-0.8999999999999915,185.0,3.6,16.4,2.1,14.8
-0.29999999999999716,211.0,1.3,2.6,0.4,46.4
-3.0,182.0,0.2,12.6,1.1,29.6
-7.0,206.0,1.8,19.6,3.4,52.4
-1.5,205.0,2.4,18.6,3.5,16.8
2.700000000000003,176.0,3.6,0.5,0.8,30.0
2.3999999999999915,204.0,5.3,0.1,0.7,28.0
-7.0,194.0,2.4,15.5,4.9,46.8
-3.8000000000000114,174.0,1.9,17.2,1.2,24.0
-1.6999999999999886,166.0,3.8,10.5,5.3,47.2
-1.7000000000000028,208.0,1.7,6.2,0.3,41.2
2.3999999999999915,188.0,4.5,0.0,0.3,49.6
-7.400000000000006,172.0,1.3,16.4,0.9,32.0
-1.7000000000000028,182.0,1.5,0.3,0.6,40.8
1.2999999999999972,177.0,2.8,0.9,0.7,23.6
-3.1000000000000085,196.0,0.9,15.3,3.3,32.0
-1.4000000000000057,171.0,2.6,9.6,1.5,43.6
-5.0,178.0,2.7,18.1,5.8,8.4
-0.7000000000000028,195.0,2.5,8.6,0.4,15.2
1.1999999999999886,176.0,2.1,0.4,0.8,35.2
0.20000000000000284,178.0,3.7,0.4,2.3,32.0
-6.099999999999994,168.0,1.9,13.9,3.0,22.8
-0.5999999999999943,188.0,1.9,0.9,3.6,9.2
-3.200000000000003,174.0,2.8,14.5,0.4,18.4
1.0999999999999943,174.0,4.0,0.6,4.4,21.2
-0.7999999999999972,168.0,4.5,21.7,2.3,32.8
-4.900000000000006,171.0,0.3,18.0,3.9,18.8
-0.9000000000000057,177.0,1.8,4.9,3.3,11.2
-2.1999999999999886,180.0,3.6,11.6,5.1,22.8
-1.4000000000000057,188.0,2.9,20.4,0.4,14.8
-7.0,171.0,1.6,19.8,1.5,25.6
-7.200000000000003,158.0,1.3,0.0,2.7,24.4
-0.29999999999999716,208.0,2.8,11.8,0.6,22.4
-0.9000000000000057,199.0,5.0,12.4,3.4,8.4
-0.6999999999999886,171.0,3.0,0.1,4.6,20.0
-0.4000000000000057,207.0,0.4,0.4,1.5,26.8
-3.3999999999999915,165.0,1.7,10.7,0.4,32.8
-6.6000000000000085,192.0,2.2,18.8,4.4,24.0
-3.799999999999997,168.0,1.2,16.9,1.6,19.6
-3.5,182.0,1.0,12.9,0.4,41.6
0.10000000000000853,180.0,3.0,9.8,2.7,26.4
-0.7000000000000028,195.0,2.1,6.3,0.4,44.8
-1.5,177.0,2.9,16.2,0.9,26.4
-3.4000000000000057,198.0,2.3,15.3,3.5,22.8
-2.3999999999999915,178.0,2.0,13.6,0.9,22.4
3.0,182.0,4.7,7.2,1.6,20.0
-2.299999999999997,187.0,0.8,4.3,0.7,22.4
2.6999999999999886,195.0,3.1,0.6,0.6,11.6
-2.4000000000000057,179.0,2.7,13.5,0.2,51.6
-3.0,201.0,4.6,13.7,0.2,34.4
-1.0,193.0,1.0,4.6,0.5,28.0
-2.8999999999999915,156.0,3.1,10.4,1.8,6.4
-4.0,194.0,2.3,13.5,4.4,36.8
-4.1000000000000085,174.0,1.9,13.3,5.5,49.6
-5.5,168.0,0.2,14.1,1.7,46.8
-4.199999999999989,213.0,1.4,20.0,0.5,22.8
-1.5,176.0,3.2,12.2,1.3,28.8
-0.29999999999999716,190.0,3.8,8.9,0.5,11.6
-3.200000000000003,195.0,2.1,19.7,0.5,40.8
-4.0,187.0,2.7,15.9,0.2,29.2
-3.0,168.0,1.7,11.9,3.7,39.6
-3.8000000000000114,185.0,2.7,18.2,1.6,19.2
0.6000000000000085,179.0,2.1,5.9,0.9,28.0
-0.7999999999999972,188.0,0.1,0.7,1.3,25.6
-4.5,205.0,1.8,22.0,0.6,14.8
-1.7000000000000028,176.0,2.3,0.3,1.4,18.4
1.6999999999999886,167.0,3.0,1.2,0.4,35.6
-7.099999999999994,188.0,2.2,20.4,0.3,21.6
-0.6000000000000085,186.0,2.0,4.8,0.9,18.8
2.0999999999999943,163.0,4.7,4.3,4.9,35.6
1.2000000000000028,180.0,4.4,8.8,0.7,19.2
-1.7999999999999972,200.0,2.1,8.6,0.2,42.8
0.7999999999999972,202.0,4.5,2.4,4.0,22.8
-0.7000000000000028,199.0,1.6,2.3,2.9,14.0
-0.3999999999999915,191.0,1.6,3.3,0.4,16.0
0.6999999999999886,181.0,2.9,2.0,1.6,14.8
2.200000000000003,187.0,5.4,5.7,3.6,10.8
2.3000000000000114,205.0,3.2,0.4,5.1,25.2
-0.20000000000000284,200.0,3.6,6.9,5.6,20.8
-2.5,184.0,2.9,21.2,1.0,14.4
-3.299999999999997,170.0,1.8,5.1,1.6,16.8
-9.099999999999994,169.0,2.3,21.8,2.0,37.6
-4.299999999999997,181.0,1.9,17.2,1.2,28.4
0.20000000000000284,184.0,2.1,0.8,4.8,22.0
-2.6999999999999886,178.0,1.8,11.1,2.3,12.0
-2.299999999999997,175.0,1.5,0.3,1.8,18.8
-5.700000000000003,186.0,2.4,21.3,1.3,41.6
-0.9000000000000057,184.0,2.6,6.9,2.0,20.4
-4.0,188.0,2.2,4.6,2.5,20.4
-4.700000000000003,192.0,1.5,17.7,2.2,25.6
0.4000000000000057,180.0,3.4,8.5,0.4,16.0
-5.900000000000006,176.0,5.1,20.7,4.5,43.6
-1.6000000000000085,173.0,1.2,3.8,0.5,18.4
0.29999999999999716,174.0,5.3,0.1,5.3,43.6
-0.5999999999999943,198.0,2.6,2.6,5.3,38.8
-3.3000000000000114,196.0,2.4,17.3,1.3,16.4
-4.099999999999994,155.0,1.7,18.2,1.3,31.2
-2.0999999999999943,167.0,5.3,10.8,4.7,25.6
-5.400000000000006,200.0,1.3,13.2,2.0,47.2
-3.1000000000000085,186.0,1.0,13.0,0.4,40.0
-4.200000000000003,172.0,1.1,14.3,1.4,18.4
1.0,197.0,3.0,7.2,5.5,25.2
0.6000000000000085,206.0,3.0,0.5,0.8,45.6
-2.9000000000000057,164.0,2.8,15.5,1.9,24.4
-5.099999999999994,177.0,1.4,20.9,5.7,9.2
-1.0999999999999943,182.0,1.7,0.0,4.9,37.2
-0.5,206.0,1.0,1.8,1.6,28.4
-3.8999999999999915,169.0,2.8,17.2,3.4,11.2
-1.5,192.0,0.4,2.6,4.6,28.0
-5.900000000000006,170.0,3.0,18.4,4.4,41.6
-3.3000000000000114,175.0,1.6,19.1,0.4,24.8
0.9000000000000057,181.0,3.5,9.8,0.6,30.0
-1.4000000000000057,169.0,3.5,10.4,0.6,35.2
0.8999999999999915,205.0,1.7,0.3,1.5,8.8
-1.2999999999999972,188.0,1.7,1.4,0.4,26.0
-3.0,178.0,3.3,11.0,0.3,18.0
2.4000000000000057,171.0,3.2,0.2,4.8,3.2
-1.0,171.0,1.8,5.6,1.3,19.2
-3.0999999999999943,199.0,1.9,20.2,0.9,15.6
-0.8000000000000114,208.0,1.4,1.0,5.9,37.6
-3.5,202.0,3.1,17.7,0.3,52.8
1.2000000000000028,198.0,5.1,4.1,4.2,11.2
-3.9000000000000057,176.0,4.5,18.4,1.3,31.6
-2.299999999999997,183.0,4.0,13.7,0.8,34.4
-1.7000000000000028,179.0,0.7,4.1,0.5,20.0
-1.6000000000000085,169.0,1.8,10.1,0.3,36.8
-4.5,193.0,1.0,11.1,1.6,24.8
0.7000000000000028,181.0,2.4,3.3,2.0,16.4
-6.299999999999997,166.0,2.4,4.3,5.2,36.0
-2.700000000000003,201.0,1.4,10.0,0.9,24.4
1.7000000000000028,194.0,3.9,0.2,3.5,15.6
-1.5,179.0,0.7,3.4,0.3,34.8
-0.3999999999999915,182.0,4.0,1.7,5.2,12.0
-4.0,197.0,4.2,12.8,4.5,48.8
-0.09999999999999432,185.0,1.6,3.6,3.2,41.6
-3.6999999999999886,178.0,1.5,20.0,0.4,33.2
-2.799999999999997,192.0,1.6,8.7,0.3,44.4
-0.9000000000000057,208.0,1.8,0.5,5.2,25.2
0.20000000000000284,174.0,4.5,13.4,2.6,41.6
-3.799999999999997,193.0,2.0,13.4,1.6,30.4
-1.0,194.0,4.0,14.8,2.6,10.4
-5.3999999999999915,182.0,2.0,20.0,1.1,19.6
-2.799999999999997,184.0,3.4,21.8,0.4,32.0
-5.0,186.0,1.7,17.7,5.2,31.6
-0.29999999999999716,184.0,4.5,7.2,4.3,30.4
-2.5,191.0,2.5,19.3,0.8,33.2
-6.3999999999999915,172.0,0.8,10.3,3.9,40.4
-4.700000000000003,169.0,4.0,16.3,3.8,28.0
-5.799999999999997,173.0,3.9,17.6,4.9,41.2
-3.1000000000000085,193.0,1.8,7.9,4.0,28.0
-3.3999999999999915,197.0,2.8,16.5,4.3,25.6
-2.700000000000003,190.0,3.2,8.7,4.3,40.0
-5.799999999999997,192.0,0.9,16.7,1.9,26.4
1.2000000000000028,200.0,1.6,0.3,0.4,16.4
-0.7999999999999972,174.0,5.3,7.5,0.7,22.8
-0.5999999999999943,198.0,3.0,5.0,1.2,42.0
-0.8999999999999915,178.0,3.9,10.0,0.0,19.2
-3.3000000000000114,176.0,2.2,16.4,0.6,44.0
1.7999999999999972,189.0,3.0,1.1,0.3,15.2
-3.8999999999999915,168.0,1.1,15.4,2.1,4.8
-1.2000000000000028,175.0,1.1,4.7,0.6,14.4
0.20000000000000284,173.0,1.3,0.2,0.9,23.2
1.4000000000000057,193.0,3.3,2.0,1.0,24.0
-4.900000000000006,167.0,2.5,19.2,0.5,30.8
-2.1000000000000085,156.0,2.2,6.3,3.5,8.0
1.8000000000000114,196.0,4.0,5.9,1.4,6.8
1.6999999999999886,188.0,3.1,3.1,4.0,17.2
-3.5,189.0,1.6,14.0,0.5,20.4
0.10000000000000853,176.0,3.8,9.6,4.4,14.0
0.30000000000001137,203.0,3.0,5.4,1.7,24.0
2.299999999999997,183.0,4.1,7.8,2.0,3.6
0.30000000000001137,189.0,0.9,0.5,0.4,10.4
-2.4000000000000057,196.0,2.2,19.2,1.6,24.0
-6.400000000000006,158.0,1.6,20.0,5.1,11.2
-1.5,196.0,3.9,18.4,0.4,32.0
3.4000000000000057,203.0,5.4,16.7,0.1,40.4
-0.7000000000000028,205.0,1.8,8.2,1.2,31.6
1.6000000000000085,195.0,4.3,2.4,0.1,22.0
-2.4000000000000057,194.0,2.6,12.9,0.4,30.8
-5.6000000000000085,173.0,2.1,20.4,0.7,9.6
0.29999999999999716,192.0,3.3,3.3,2.1,22.4
2.5999999999999943,172.0,3.5,0.4,1.4,14.8
-1.7999999999999972,177.0,3.1,18.0,0.5,34.8
-1.5999999999999943,184.0,1.7,5.7,5.5,21.6
-5.700000000000003,189.0,2.4,19.3,2.6,33.6
0.7000000000000028,182.0,3.8,8.9,1.0,33.2
-5.5,173.0,2.6,15.9,5.5,23.2
-7.900000000000006,178.0,2.9,21.3,1.7,23.2
-1.4000000000000057,204.0,2.0,13.0,2.8,11.6
-4.799999999999997,205.0,1.8,16.8,4.5,22.0
-0.6000000000000085,155.0,0.9,0.0,0.6,31.2
-2.299999999999997,194.0,0.9,10.2,1.0,20.8
-3.799999999999997,199.0,2.6,21.7,1.0,26.4
-2.700000000000003,173.0,4.5,18.8,2.1,27.2
-5.1000000000000085,174.0,2.4,14.0,0.4,42.0
-1.0,180.0,1.4,1.8,4.7,26.0
-3.6000000000000085,191.0,2.0,17.1,3.9,19.6
-4.200000000000003,209.0,1.4,21.4,1.1,19.2
2.0,190.0,2.7,0.6,1.7,16.0
-2.0,182.0,4.5,22.0,0.4,15.6
0.9000000000000057,179.0,3.3,1.5,4.1,22.0
-6.199999999999989,164.0,2.5,19.7,4.2,26.0
0.4000000000000057,180.0,3.2,4.7,2.5,20.0
-3.8999999999999915,196.0,1.7,19.1,0.8,30.4
-4.799999999999997,188.0,2.5,10.8,3.8,25.2
-5.700000000000003,197.0,4.4,14.3,4.4,44.4
-2.0,193.0,1.3,6.3,3.6,47.6
-1.5999999999999943,197.0,3.3,14.2,0.4,34.4
-5.199999999999996,172.0,1.5,19.1,4.4,39.6
-1.2999999999999972,200.0,3.0,6.9,4.9,22.0
-3.200000000000003,176.0,2.6,14.4,1.8,15.6
0.4000000000000057,184.0,2.8,1.1,0.5,24.4
-3.799999999999997,179.0,2.9,15.6,0.7,19.2
-4.799999999999997,206.0,1.2,13.9,0.7,45.6
-8.400000000000006,166.0,1.7,15.5,0.5,30.0
1.2999999999999972,197.0,3.8,0.0,0.5,26.8
-1.6999999999999886,208.0,3.7,11.5,4.0,41.2
-5.900000000000006,187.0,2.4,21.9,0.4,25.6
-3.0,176.0,1.6,17.0,1.4,22.0
0.29999999999999716,182.0,2.9,9.1,3.9,29.6
-3.299999999999997,190.0,2.1,11.7,0.2,38.8
-5.900000000000006,193.0,1.2,16.3,3.2,23.2
2.0,180.0,4.8,0.3,2.4,12.8
-0.20000000000000284,172.0,3.0,9.2,0.4,32.0
0.5999999999999943,177.0,3.4,2.8,0.7,28.0
-2.1999999999999886,177.0,1.2,7.1,0.7,46.8
-4.200000000000003,163.0,3.1,13.4,3.6,46.4
-1.7000000000000028,188.0,2.4,18.7,5.1,26.8
1.0,185.0,2.6,0.2,0.8,35.2
-4.0,170.0,1.7,11.0,1.3,38.4
-2.200000000000003,178.0,3.4,13.4,1.2,37.6
-0.8999999999999915,199.0,1.5,8.0,1.4,20.0
-2.0999999999999943,207.0,3.8,15.5,3.9,28.0
-3.0999999999999943,188.0,1.6,18.3,0.2,10.4
-1.2999999999999972,175.0,3.0,8.7,0.5,12.8
-5.900000000000006,173.0,1.4,10.4,1.0,39.2
-1.0,164.0,1.4,0.8,3.0,30.4
-1.5999999999999943,178.0,1.7,1.1,3.5,26.8
-2.5999999999999943,177.0,2.2,10.1,0.6,32.4
-2.0999999999999943,203.0,1.7,10.4,0.4,42.8
-1.4000000000000057,177.0,2.8,2.3,3.9,18.0
-2.299999999999997,188.0,2.6,10.7,1.9,8.8
-0.5,187.0,4.8,11.8,4.7,12.0
-1.0,182.0,1.5,3.0,5.1,20.4
-0.7999999999999972,161.0,2.6,10.2,0.4,22.4
-2.6999999999999886,185.0,4.5,18.4,5.8,30.8
-2.5999999999999943,194.0,1.0,10.7,1.0,21.2
0.20000000000000284,177.0,2.6,1.1,5.0,27.6
-8.200000000000003,170.0,2.9,15.1,1.9,31.2
-0.10000000000000853,187.0,2.2,1.0,3.4,29.6
2.5999999999999943,186.0,5.4,0.2,1.4,40.0
-4.200000000000003,208.0,2.5,18.5,0.9,47.2
-2.0999999999999943,183.0,4.0,16.9,0.2,15.6
-1.8999999999999915,189.0,0.5,0.0,4.7,36.8
-1.8999999999999915,187.0,1.8,8.3,1.6,16.8
-0.20000000000000284,201.0,1.1,1.0,1.0,30.0
1.4000000000000057,178.0,2.8,0.1,0.8,30.8
-0.4000000000000057,158.0,1.6,1.2,1.8,14.8
0.0,181.0,1.7,1.0,1.1,32.4
-4.1000000000000085,191.0,0.2,9.7,4.3,10.4
-3.1000000000000085,189.0,1.9,15.1,1.2,42.0
-1.4000000000000057,180.0,1.1,3.0,5.7,9.6
-2.4000000000000057,195.0,3.6,11.1,0.8,18.4
-4.299999999999997,171.0,0.9,13.0,0.4,27.6
-2.799999999999997,195.0,1.7,11.9,1.0,46.4
-3.0,166.0,2.7,8.2,0.2,27.6
-3.5,185.0,2.6,18.1,0.6,6.8
-0.7000000000000028,203.0,1.0,0.4,3.8,30.8
-1.8999999999999915,164.0,1.5,6.4,4.8,18.4
-1.8999999999999915,184.0,2.2,7.1,5.9,46.4
-0.7999999999999972,180.0,1.8,10.7,1.3,25.6
-4.299999999999997,197.0,3.5,18.2,1.0,32.0
-2.0999999999999943,191.0,1.4,6.6,3.5,30.4
-1.2999999999999972,170.0,1.5,2.9,3.5,12.0
-4.699999999999989,181.0,2.2,19.1,0.9,32.0
-0.4000000000000057,197.0,2.3,4.3,0.5,25.2
0.29999999999999716,196.0,1.8,4.6,0.3,16.0
-2.3999999999999915,193.0,1.5,4.6,4.8,27.2
1.3999999999999915,170.0,4.3,7.5,2.7,18.8
-1.1999999999999886,168.0,3.5,16.1,2.4,22.4
-3.0999999999999943,206.0,3.0,17.6,3.2,27.6
-2.299999999999997,186.0,0.3,0.1,5.5,20.0
-4.5,179.0,3.5,19.7,4.0,34.4
-2.700000000000003,208.0,1.6,10.3,0.8,18.4
-3.299999999999997,181.0,1.9,10.9,4.0,31.6
-1.2000000000000028,173.0,1.4,1.5,3.8,40.8
-0.5999999999999943,175.0,2.4,3.9,2.2,24.8
-4.300000000000011,178.0,3.1,21.0,2.0,24.0
-4.099999999999994,195.0,1.8,12.8,3.8,25.6
-4.5,188.0,1.6,20.5,0.7,28.4
-2.1000000000000085,198.0,2.3,14.7,0.7,14.4
-6.900000000000006,167.0,1.7,20.9,1.4,24.4
-0.7000000000000028,197.0,3.6,5.9,1.1,8.0
1.6999999999999886,181.0,4.5,1.1,0.3,22.4
-4.099999999999994,183.0,1.9,16.9,4.4,19.2
-6.1000000000000085,188.0,2.3,21.5,1.0,19.6
-2.8000000000000114,176.0,2.5,12.6,1.5,31.2
-3.5,176.0,4.2,20.5,0.2,46.0
-5.0,172.0,1.0,13.4,2.5,7.2
-0.6999999999999886,186.0,2.5,13.9,5.3,34.0
1.9000000000000057,186.0,3.7,0.1,0.4,28.0
1.5,196.0,4.4,11.6,0.4,15.2
-6.5,177.0,2.1,17.3,1.2,36.8
-4.099999999999994,183.0,2.9,19.1,1.6,39.2
1.2999999999999972,160.0,4.7,5.6,2.7,24.0
-6.199999999999989,206.0,2.8,21.9,2.1,22.4
-7.8999999999999915,182.0,3.2,18.8,0.4,14.0
-0.20000000000000284,164.0,1.5,0.7,1.2,51.6
-3.9000000000000057,203.0,1.4,16.4,2.7,34.0
0.8999999999999915,177.0,2.2,0.2,0.0,18.4
0.5,183.0,1.8,0.1,5.0,17.6
-0.7000000000000028,205.0,2.5,3.4,1.2,36.0
1.2000000000000028,173.0,2.8,1.1,0.5,36.8
1.9000000000000057,173.0,3.5,0.3,0.5,13.2
0.09999999999999432,178.0,4.7,8.6,3.1,26.0
-8.900000000000006,185.0,4.1,19.5,4.7,51.6
-6.5,173.0,1.6,20.1,0.5,31.2
-2.4000000000000057,186.0,2.3,11.4,0.4,32.0
