lifespan,genetic,length,mass,alcohol,bmi norm under,bmi norm over
74.6,77.9,161.0,99.4,4.2,0.0,13.34728598433702
83.2,82.6,198.0,108.1,0.6,0.0,2.5737169676563596
80.1,82.8,180.0,106.9,1.0,0.0,7.993827160493829
77.8,80.4,170.0,91.6,2.8,0.0,6.695501730103807
69.9,75.2,200.0,84.8,4.2,0.0,0.0
81.5,85.9,177.0,58.5,0.1,0.0,0.0
61.1,64.9,187.0,70.6,5.9,0.0,0.0
71.5,77.3,167.0,98.2,4.0,0.0,10.211015095557393
91.4,91.7,183.0,107.4,0.8,0.0,7.070232016483018
103.2,101.8,197.0,57.3,4.0,-3.735383545053983,0.0
80.3,83.5,161.0,56.7,1.4,0.0,0.0
80.1,79.4,181.0,90.1,0.7,0.0,2.5022129971612586
85.0,86.9,169.0,123.7,1.2,0.0,18.310808445082465
67.1,73.3,187.0,115.3,5.2,0.0,7.972060968286193
60.5,64.1,212.0,94.4,3.2,0.0,0.0
88.3,85.3,189.0,90.3,2.4,0.0,0.27924750146972244
87.2,89.9,209.0,84.4,0.4,0.0,0.0
87.9,88.5,169.0,71.2,5.1,0.0,0.0
81.9,82.7,188.0,94.5,4.7,0.0,1.7372114078768703
86.9,88.4,183.0,70.2,0.6,0.0,0.0
77.2,80.6,164.0,153.4,1.5,0.0,32.034503271862
75.9,76.5,185.0,64.9,3.8,0.0,0.0
87.5,90.1,185.0,111.3,0.8,0.0,7.520087655222788
96.8,96.0,185.0,132.3,3.7,0.0,13.655953250547846
72.5,79.4,170.0,63.7,0.1,0.0,0.0
80.7,79.2,187.0,73.7,0.5,0.0,0.0
81.6,82.1,180.0,59.1,0.9,-0.2592592592592595,0.0
80.5,83.7,191.0,65.7,0.6,-0.4906252569830869,0.0
93.4,93.1,193.0,118.8,0.8,0.0,6.893473650299338
81.6,79.6,194.0,70.4,0.2,0.0,0.0
77.2,81.9,192.0,52.2,1.4,-4.339843749999998,0.0
84.0,85.0,178.0,119.8,0.4,0.0,12.810882464335307
86.2,86.6,168.0,66.3,0.8,0.0,0.0
73.4,78.9,173.0,105.1,0.7,0.0,10.1164422466504
83.4,81.1,184.0,118.1,1.8,0.0,9.883034026465026
95.9,96.0,206.0,78.4,1.9,-0.025120180978412066,0.0
76.3,79.0,182.0,81.1,0.3,0.0,0.0
72.7,75.3,189.0,65.2,0.4,-0.2474314828812183,0.0
83.6,84.6,184.0,90.3,0.5,0.0,1.6717863894139882
76.8,78.5,181.0,101.1,2.2,0.0,5.8598638625194575
70.6,69.0,179.0,105.4,0.2,0.0,7.895352829187608
77.4,75.0,189.0,94.1,2.3,0.0,1.3430475070686718
77.3,80.0,187.0,98.4,0.8,0.0,3.139209013697844
82.3,84.5,176.0,95.4,0.7,0.0,5.798037190082649
82.1,81.4,179.0,106.9,1.9,0.0,8.363503011766177
85.9,89.1,204.0,62.0,0.7,-3.6018838908112265,0.0
78.7,81.3,182.0,109.0,4.4,0.0,7.906653785774665
80.2,87.3,185.0,101.5,5.5,0.0,4.656683710737763
80.7,80.0,185.0,68.6,3.7,0.0,0.0
80.7,80.5,180.0,76.3,1.5,0.0,0.0
82.2,86.7,188.0,56.8,1.1,-2.429379809868717,0.0
78.8,81.4,210.0,59.9,0.9,-4.917233560090704,0.0
66.1,64.6,196.0,67.2,0.8,-1.0072886297376087,0.0
61.8,65.2,179.0,97.9,3.9,0.0,5.55460191629475
92.0,92.8,178.0,114.8,0.5,0.0,11.232798889029162
77.7,76.1,187.0,73.1,0.5,0.0,0.0
71.6,72.3,193.0,128.0,4.9,0.0,9.36333861311713
75.2,80.0,181.0,75.2,0.8,0.0,0.0
78.8,79.0,180.0,67.4,3.6,0.0,0.0
74.8,81.2,182.0,137.6,0.5,0.0,16.540876705711867
73.3,77.3,190.0,100.5,0.5,0.0,2.8393351800554036
68.5,70.2,190.0,95.9,5.2,0.0,1.5650969529085899
81.6,83.4,165.0,71.2,0.2,0.0,1.1524334251607016
82.1,82.7,195.0,100.0,4.2,0.0,1.298487836949377
80.1,80.7,159.0,93.5,0.3,0.0,11.984296507258414
81.6,80.0,192.0,88.5,3.8,0.0,0.0
79.1,81.4,208.0,71.8,0.4,-1.9042159763313649,0.0
76.8,77.6,207.0,107.2,2.8,0.0,0.018086769819603887
86.7,90.5,212.0,87.7,0.9,0.0,0.0
76.1,78.3,195.0,73.4,1.1,0.0,0.0
68.0,69.3,199.0,107.0,0.6,0.0,2.0195197090982546
83.0,89.8,159.0,102.2,4.6,0.0,15.42561607531347
75.5,78.9,201.0,60.4,2.3,-3.5498750030939785,0.0
83.0,87.1,194.0,89.2,1.1,0.0,0.0
89.1,88.4,191.0,108.6,0.4,0.0,4.768920808091881
71.4,71.5,167.0,73.6,1.1,0.0,1.390333106242604
81.3,83.0,181.0,145.8,4.5,0.0,19.504136015384148
85.6,88.5,169.0,121.9,0.6,0.0,17.680578411120067
74.0,79.5,178.0,67.0,4.8,0.0,0.0
84.3,86.6,201.0,105.1,1.0,0.0,1.0142075691195807
84.1,85.3,181.0,75.0,0.7,0.0,0.0
92.1,94.3,180.0,106.2,0.7,0.0,7.777777777777779
83.0,84.5,170.0,124.8,6.0,0.0,18.18339100346021
69.8,70.2,183.0,73.2,5.7,0.0,0.0
87.3,86.6,177.0,133.7,0.5,0.0,17.676114781831522
64.3,65.3,184.0,62.7,5.1,0.0,0.0
81.1,87.9,180.0,91.7,1.0,0.0,3.3024691358024683
90.8,95.7,197.0,111.6,3.4,0.0,3.7562163415702514
77.7,75.7,201.0,83.9,3.3,0.0,0.0
83.7,82.7,207.0,62.2,1.8,-3.983908609302432,0.0
86.2,87.7,185.0,87.1,5.3,0.0,0.44923301680058003
76.8,81.9,182.0,98.3,5.3,0.0,4.6763675884554985
91.3,91.8,180.0,127.1,0.4,0.0,14.228395061728392
98.2,99.7,177.0,99.0,0.5,0.0,6.600114909508758
79.1,85.4,165.0,109.9,0.5,0.0,15.367309458218557
76.9,78.4,172.0,53.6,3.1,-0.3820984315846374,0.0
86.5,88.3,185.0,141.2,0.7,0.0,16.256391526661787
70.3,68.2,213.0,63.4,1.4,-4.525700368092748,0.0
77.5,82.8,181.0,122.2,1.8,0.0,12.300448704252005
82.2,90.2,181.0,127.8,0.2,0.0,14.009798235707088
78.5,78.0,197.0,81.4,0.8,0.0,0.0
90.1,91.0,199.0,124.3,4.1,0.0,6.3880962601954465
77.1,80.5,173.0,54.6,4.8,-0.25682448461358476,0.0
82.2,82.0,193.0,84.2,1.9,0.0,0.0
83.5,83.6,186.0,58.2,1.8,-1.677245924384323,0.0
73.3,78.5,202.0,84.6,1.4,0.0,0.0
70.6,71.2,186.0,115.8,2.1,0.0,8.472077696843563
79.6,84.7,169.0,52.3,2.6,-0.1883162354259298,0.0
78.2,80.8,193.0,133.6,3.0,0.0,10.866734677441002
63.4,67.4,178.0,67.6,0.3,0.0,0.0
82.1,83.1,174.0,99.7,3.8,0.0,7.930373893513014
80.8,83.1,202.0,86.7,5.0,0.0,0.0
69.8,75.1,171.0,106.8,5.9,0.0,11.524058684723506
85.3,85.8,179.0,94.4,0.7,0.0,4.462251490278085
69.8,74.8,195.0,65.9,0.8,-1.169296515450359,0.0
70.5,70.8,172.0,68.8,3.5,0.0,0.0
82.8,85.0,187.0,52.4,2.2,-3.5152992650633443,0.0
71.7,74.7,194.0,90.9,4.3,0.0,0.0
76.9,76.7,202.0,83.2,0.5,0.0,0.0
84.3,85.6,164.0,97.5,2.9,0.0,11.250743604997034
77.5,81.9,171.0,85.3,1.3,0.0,4.171368968229544
82.3,83.3,195.0,75.0,0.3,0.0,0.0
83.1,89.6,173.0,147.3,1.8,0.0,24.216479000300716
85.3,86.3,173.0,111.5,1.1,0.0,12.254836446256135
74.9,80.8,187.0,128.7,0.7,0.0,11.804026423403577
79.9,79.5,184.0,131.4,0.4,0.0,13.811436672967865
72.0,78.8,174.0,99.7,5.2,0.0,7.930373893513014
94.6,95.9,198.0,110.2,0.4,0.0,3.109376594225079
74.9,76.6,172.0,119.4,0.5,0.0,15.359653866955114
102.6,101.9,204.0,105.0,4.4,0.0,0.23068050749711588
84.1,88.6,178.0,93.6,0.4,0.0,4.541724529731091
90.3,91.5,197.0,123.1,0.4,0.0,6.71944652013708
97.1,96.1,198.0,72.9,0.6,0.0,0.0
80.9,80.8,200.0,70.4,0.4,-0.8999999999999986,0.0
79.4,86.6,199.0,133.7,5.0,0.0,8.761773692583517
60.0,64.1,171.0,105.9,4.7,0.0,11.216271673335392
85.5,85.9,174.0,89.7,0.2,0.0,4.6274276654776045
81.9,84.9,185.0,67.9,4.4,0.0,0.0
80.7,80.7,183.0,63.5,0.3,0.0,0.0
67.2,66.9,177.0,92.7,0.5,0.0,4.589198506176384
85.3,85.6,186.0,53.9,1.2,-2.920164180830156,0.0
83.1,83.6,199.0,74.3,3.0,0.0,0.0
82.7,83.7,176.0,68.8,5.0,0.0,0.0
72.2,75.7,155.0,102.0,1.3,0.0,17.45577523413111
83.2,84.9,200.0,84.6,4.2,0.0,0.0
74.6,77.6,180.0,85.0,2.2,0.0,1.2345679012345663
78.9,84.0,193.0,89.9,1.3,0.0,0.0
65.7,69.2,178.0,125.8,0.1,0.0,14.704582754702685
70.9,73.6,194.0,125.3,3.9,0.0,8.292592198958445
78.7,82.8,204.0,95.3,3.9,0.0,0.0
72.7,77.6,175.0,82.7,1.6,0.0,2.0040816326530617
72.8,67.9,195.0,76.1,0.5,0.0,0.0
85.4,87.6,198.0,104.2,3.7,0.0,1.5789205183144581
90.5,91.9,189.0,109.8,4.0,0.0,5.738221214411691
74.9,80.2,185.0,144.1,5.2,0.0,17.103725346968588
80.2,80.8,178.0,90.3,1.0,0.0,3.500189370029034
75.2,77.7,185.0,73.9,3.3,0.0,0.0
75.0,80.6,174.0,74.5,2.4,0.0,0.0
71.0,73.9,196.0,62.4,5.2,-2.256768013327779,0.0
73.7,75.7,195.0,117.3,1.3,0.0,5.848126232741617
78.7,79.9,206.0,92.9,0.4,0.0,0.0
75.9,78.4,176.0,107.6,1.9,0.0,9.736570247933884
81.4,82.9,204.0,126.6,1.2,0.0,5.420991926182236
76.2,78.2,212.0,60.6,2.1,-5.016553933784266,0.0
93.7,93.7,177.0,106.5,0.1,0.0,8.994063008713965
88.1,88.2,196.0,94.8,2.3,0.0,0.0
60.8,64.8,204.0,121.3,3.5,0.0,4.147443291041906
70.2,72.7,179.0,66.7,1.2,0.0,0.0
83.7,83.7,199.0,115.1,0.6,0.0,4.064922602964568
81.5,83.3,184.0,94.9,0.7,0.0,3.030482041587902
73.0,78.1,179.0,86.1,1.4,0.0,1.871820480009987
70.3,74.8,164.0,92.5,5.6,0.0,9.391731112433078
97.2,98.4,171.0,54.9,4.4,0.0,0.0
88.4,92.4,191.0,116.1,2.1,0.0,6.824785504783311
82.9,83.9,206.0,70.3,2.6,-1.9338768969742688,0.0
71.4,70.9,186.0,84.6,4.1,0.0,0.0
74.8,74.6,198.0,102.3,2.7,0.0,1.0942760942760934
79.0,78.4,198.0,130.8,0.5,0.0,8.363942454851546
86.0,85.6,184.0,94.8,0.9,0.0,3.000945179584118
94.9,94.2,189.0,66.1,0.6,0.0,0.0
62.9,64.3,185.0,109.5,0.7,0.0,6.994156318480641
69.5,75.7,176.0,77.5,4.5,0.0,0.01936983471074427
92.9,93.5,161.0,77.3,5.9,0.0,4.821380347980398
77.1,84.2,196.0,161.7,0.7,0.0,17.091836734693878
72.8,73.1,183.0,66.3,0.3,0.0,0.0
76.5,81.3,201.0,121.0,4.7,0.0,4.9497537189673615
68.3,72.3,182.0,87.8,4.8,0.0,1.5064605723946372
94.1,95.9,189.0,88.4,0.3,0.0,0.0
75.3,80.0,191.0,115.7,1.7,0.0,6.7151393876264365
71.2,74.0,174.0,101.8,0.2,0.0,8.623992601400445
83.4,83.3,175.0,65.4,1.2,0.0,0.0
84.6,88.4,166.0,78.3,1.3,0.0,3.414864276382641
68.1,72.0,188.0,107.7,5.1,0.0,5.471933001358085
76.1,77.9,187.0,65.4,5.7,0.0,0.0
75.1,75.8,183.0,91.8,1.0,0.0,2.4119860252620207
86.1,86.2,191.0,85.5,5.1,0.0,0.0
86.6,85.8,205.0,73.0,1.0,-1.12938726948245,0.0
72.9,75.7,195.0,122.3,4.3,0.0,7.16305062458909
83.1,82.8,198.0,90.7,4.3,0.0,0.0
88.4,87.1,183.0,69.4,2.0,0.0,0.0
89.7,89.1,185.0,89.3,1.0,0.0,1.092037983929874
79.7,82.2,188.0,120.2,0.2,0.0,9.008601177003172
76.1,77.5,170.0,95.8,2.1,0.0,8.148788927335644
91.1,92.5,172.0,62.8,1.1,0.0,0.0
90.8,91.4,185.0,59.8,5.7,-1.0273922571219885,0.0
83.5,84.6,193.0,85.1,2.0,0.0,0.0
72.9,76.3,183.0,61.9,2.6,-0.01631879124488833,0.0
74.9,80.4,198.0,124.6,4.9,0.0,6.782471176410571
77.9,78.7,201.0,125.5,4.3,0.0,6.063587534962014
79.1,82.2,197.0,116.9,4.6,0.0,5.121878945605403
78.7,82.5,171.0,99.3,0.3,0.0,8.959166923155848
71.0,69.7,211.0,95.5,0.1,0.0,0.0
64.0,66.4,180.0,58.3,5.5,-0.5061728395061742,0.0
81.2,80.4,170.0,83.3,0.1,0.0,3.8235294117647065
73.7,73.7,192.0,113.9,0.2,0.0,5.897352430555557
83.2,84.1,185.0,52.5,2.1,-3.160336011687365,0.0
83.9,84.2,211.0,97.8,0.4,0.0,0.0
79.5,82.5,182.0,88.5,1.1,0.0,1.7177877067986955
79.5,86.5,206.0,84.5,3.4,0.0,0.0
74.1,75.6,205.0,71.6,3.5,-1.4625223081499108,0.0
92.7,90.0,176.0,87.3,0.8,0.0,3.183109504132233
84.8,82.4,204.0,158.5,0.7,0.0,13.086312956555169
73.7,80.7,194.0,110.2,4.9,0.0,4.280476139866089
87.6,91.4,174.0,70.2,1.2,0.0,0.0
81.4,83.1,166.0,106.8,5.3,0.0,13.757439396138771
90.2,91.9,208.0,86.6,0.3,0.0,0.0
88.8,86.4,188.0,87.8,0.3,0.0,0.0
78.6,86.0,172.0,103.6,0.9,0.0,10.018929150892376
80.8,82.5,182.0,145.1,0.6,0.0,18.805096002898196
88.3,87.0,177.0,94.8,0.7,0.0,5.259503973953841
84.1,87.2,196.0,56.1,3.3,-3.8967097042898775,0.0
82.3,83.7,171.0,120.7,1.5,0.0,16.277658082828907
78.2,83.2,178.0,98.0,5.8,0.0,5.930438076000502
70.2,70.9,195.0,70.6,0.4,0.0,0.0
96.6,95.4,176.0,62.5,0.8,0.0,0.0
86.9,86.7,178.0,139.0,2.3,0.0,18.87072339351092
79.0,85.1,168.0,118.5,3.0,0.0,16.985544217687078
80.0,80.6,188.0,90.5,3.6,0.0,0.6054775916704394
81.3,84.5,174.0,70.4,0.4,0.0,0.0
78.8,77.7,174.0,88.6,4.4,0.0,4.264103580393709
78.2,79.0,168.0,58.7,2.3,0.0,0.0
71.1,76.0,171.0,71.2,3.9,0.0,0.0
81.0,81.9,177.0,81.5,3.3,0.0,1.0142360113632733
72.4,74.6,180.0,101.4,5.1,0.0,6.296296296296298
80.8,82.2,188.0,99.9,0.4,0.0,3.2650520597555506
74.5,81.5,171.0,121.2,1.5,0.0,16.44865086693342
77.0,84.2,158.0,160.9,2.7,0.0,39.45281204935105
63.8,64.1,208.0,91.1,0.6,0.0,0.0
81.3,82.2,199.0,65.2,3.4,-2.0357692987550813,0.0
76.9,77.6,171.0,103.8,4.6,0.0,10.498101980096443
77.3,77.7,207.0,65.6,1.5,-3.1904245139909904,0.0
78.9,82.3,165.0,102.6,0.4,0.0,12.68595041322314
81.8,88.4,192.0,75.7,4.4,0.0,0.0
79.3,83.1,168.0,105.5,1.6,0.0,12.379535147392296
97.1,100.6,182.0,92.5,0.4,0.0,2.9253713319647368
79.4,79.3,180.0,71.3,2.7,0.0,0.0
89.2,89.9,195.0,107.6,0.4,0.0,3.297172912557528
71.1,72.6,177.0,78.1,0.9,0.0,0.0
71.8,75.2,198.0,72.3,3.5,-0.05800428527701129,0.0
78.9,81.3,178.0,59.9,0.9,0.0,0.0
84.4,81.4,182.0,113.6,1.6,0.0,9.295374954715612
75.7,78.0,187.0,121.9,0.7,0.0,9.859446938717149
82.6,79.9,195.0,50.0,0.6,-5.3507560815253115,0.0
79.5,81.9,179.0,116.9,0.2,0.0,11.484504228956652
73.6,76.6,201.0,108.7,0.2,0.0,1.9052746219153072
94.1,95.1,193.0,53.2,0.5,-4.217737388923192,0.0
86.7,89.6,156.0,112.4,1.8,0.0,21.18671926364234
81.3,85.3,194.0,113.5,4.4,0.0,5.157296205760442
73.8,77.9,174.0,117.6,5.5,0.0,13.842647641696388
89.2,94.7,168.0,79.0,1.7,0.0,2.990362811791389
76.4,80.6,213.0,62.3,0.5,-4.768156670854546,0.0
66.1,67.6,176.0,64.5,1.3,0.0,0.0
88.4,88.7,190.0,112.9,0.5,0.0,6.274238227146817
82.8,86.0,195.0,104.0,0.5,0.0,2.3504273504273527
79.1,83.1,187.0,128.7,0.2,0.0,11.804026423403577
67.7,70.7,168.0,85.1,3.7,0.0,5.151643990929706
79.6,83.4,185.0,82.1,1.6,0.0,0.0
81.2,80.6,179.0,85.9,0.9,0.0,1.8094004556661787
74.2,75.0,188.0,80.1,1.3,0.0,0.0
74.1,78.6,205.0,95.7,0.6,0.0,0.0
82.6,84.3,176.0,123.7,1.4,0.0,14.934142561983471
79.1,77.4,167.0,62.3,0.4,0.0,0.0
76.5,83.6,188.0,72.7,0.3,0.0,0.0
80.3,80.9,186.0,112.9,0.9,0.0,7.633830500635909
88.1,86.0,163.0,78.5,4.9,0.0,4.545711167149687
90.5,89.3,180.0,77.9,0.7,0.0,0.0
75.5,77.3,200.0,122.8,0.2,0.0,5.699999999999999
78.2,77.4,202.0,126.8,4.0,0.0,6.075384766199392
82.0,82.7,199.0,115.7,2.9,0.0,4.21643392843615
83.4,83.8,191.0,134.3,0.4,0.0,11.81368383542118
84.6,83.9,181.0,53.1,1.6,-2.291703549952686,0.0
72.9,70.7,187.0,115.8,3.6,0.0,8.115044753924899
82.4,80.1,205.0,64.2,5.1,-3.223378941106482,0.0
85.0,85.2,200.0,67.4,5.6,-1.6499999999999986,0.0
77.9,80.4,184.0,69.7,1.0,0.0,0.0
77.0,80.3,170.0,132.4,1.6,0.0,20.813148788927343
78.5,87.6,169.0,65.4,2.0,0.0,0.0
83.4,87.7,181.0,79.8,1.2,0.0,0.0
86.5,86.3,184.0,63.1,4.8,0.0,0.0
82.4,85.1,178.0,111.3,2.3,0.0,10.128140386314854
88.0,90.3,175.0,142.6,1.8,0.0,21.563265306122446
78.0,83.7,186.0,116.8,1.3,0.0,8.761128454156548
63.3,64.2,184.0,51.7,2.0,-3.229442344045369,0.0
69.8,73.8,188.0,162.4,2.5,0.0,20.94839293798099
73.2,77.9,192.0,135.9,2.2,0.0,11.865234375
84.0,83.6,180.0,122.5,0.4,0.0,12.808641975308639
65.1,71.0,176.0,108.2,4.5,0.0,9.930268595041326
96.3,97.9,173.0,113.4,0.5,0.0,12.889672224264089
67.6,67.3,174.0,135.3,5.3,0.0,19.68886246531907
81.4,82.0,198.0,59.8,5.3,-3.24645444342414,0.0
65.6,68.9,196.0,85.3,1.3,0.0,0.0
73.0,77.1,155.0,72.1,1.3,0.0,5.010405827263263
82.0,84.1,167.0,120.9,4.7,0.0,18.350424898705583
71.8,77.2,200.0,120.9,2.0,0.0,5.225000000000001
84.8,87.9,186.0,82.6,0.4,0.0,0.0
70.7,74.9,172.0,59.8,1.4,0.0,0.0
78.4,77.4,197.0,80.0,5.5,0.0,0.0
83.4,82.8,206.0,71.4,0.8,-1.674663021962484,0.0
77.6,80.5,164.0,70.8,1.9,0.0,1.3236168947055376
67.5,72.6,177.0,60.8,5.7,0.0,0.0
81.9,83.0,182.0,110.3,4.9,0.0,8.299118463953626
75.6,76.1,206.0,72.0,1.6,-1.533273635592419,0.0
68.4,72.3,169.0,114.4,3.4,0.0,15.054619936276751
76.5,78.0,192.0,86.5,4.6,0.0,0.0
85.8,91.7,170.0,92.8,4.4,0.0,7.110726643598618
94.6,97.9,175.0,84.0,0.4,0.0,2.428571428571427
90.7,89.8,181.0,67.3,0.6,0.0,0.0
81.6,83.0,169.0,73.9,0.6,0.0,0.8744441721228284
88.1,87.2,205.0,68.4,1.5,-2.2239738251041032,0.0
82.5,83.8,188.0,135.8,0.4,0.0,13.422363060208248
72.1,75.1,178.0,142.5,0.3,0.0,19.975381896225223
88.4,86.0,171.0,72.1,4.8,0.0,0.0
88.3,89.3,171.0,80.9,1.3,0.0,2.6666324681098494
71.0,74.1,199.0,83.3,0.9,0.0,0.0
81.1,81.9,208.0,81.1,5.9,0.0,0.0
73.4,76.9,202.0,83.1,0.3,0.0,0.0
87.0,85.8,198.0,74.8,4.2,0.0,0.0
79.1,83.0,176.0,54.7,1.3,-0.8411673553718977,0.0
89.3,91.6,183.0,68.9,0.8,0.0,0.0
84.8,86.5,179.0,110.8,0.5,0.0,9.580693486470459
76.8,78.4,169.0,56.2,0.3,0.0,0.0
70.6,75.1,193.0,124.4,1.6,0.0,8.396869714623215
79.8,79.1,181.0,86.7,2.0,0.0,1.4643936387778176
73.2,79.5,166.0,144.6,5.2,0.0,27.474960081289012
93.3,96.0,201.0,143.1,0.9,0.0,10.419915348629992
97.5,95.8,194.0,151.8,3.5,0.0,15.333723031140401
73.0,74.5,179.0,89.9,0.3,0.0,3.0578009425423716
79.2,79.6,182.0,97.0,5.2,0.0,4.2839029102765345
85.5,89.5,197.0,160.5,4.5,0.0,16.356386405215282
70.0,70.1,185.0,87.6,3.2,0.0,0.5953250547845101
89.9,93.6,178.0,102.9,0.4,0.0,7.476959979800533
80.5,83.3,192.0,87.0,0.3,0.0,0.0
84.0,84.9,208.0,111.3,5.2,0.0,0.7257766272189308
92.0,91.8,174.0,127.8,2.6,0.0,17.211652794292505
75.0,78.8,193.0,121.6,1.6,0.0,7.6451716824612745
83.2,84.2,194.0,66.8,2.6,-0.7510362418960561,0.0
94.7,100.1,182.0,74.5,1.1,0.0,0.0
87.4,90.2,184.0,98.8,0.4,0.0,4.1824196597353485
84.3,89.3,186.0,74.5,5.2,0.0,0.0
64.3,64.6,184.0,135.1,4.3,0.0,14.904300567107747
99.6,102.1,191.0,95.5,0.8,0.0,1.178010471204189
87.9,94.3,172.0,150.9,3.9,0.0,26.007301243915634
76.7,81.4,169.0,107.4,3.8,0.0,12.603725359756318
70.8,76.6,173.0,65.5,4.9,0.0,0.0
81.8,84.9,193.0,131.8,4.0,0.0,10.383500228194052
82.2,85.6,197.0,98.8,4.3,0.0,0.458012316730656
80.3,83.0,190.0,112.5,4.3,0.0,6.163434903047094
75.8,81.6,192.0,137.1,1.9,0.0,12.190755208333336
94.5,93.3,200.0,119.7,0.4,0.0,4.925000000000001
76.3,77.1,174.0,127.6,0.7,0.0,17.145593869731798
72.2,72.8,198.0,112.5,1.2,0.0,3.6960514233241497
76.4,77.3,178.0,109.5,0.0,0.0,9.560030299204648
82.1,85.4,176.0,107.6,0.6,0.0,9.736570247933884
77.6,75.8,189.0,81.9,0.3,0.0,0.0
87.7,91.6,168.0,92.2,2.1,0.0,7.6672335600907076
79.7,80.9,175.0,107.9,0.6,0.0,10.23265306122449
92.9,92.7,173.0,73.7,0.9,0.0,0.0
83.2,81.8,193.0,95.1,1.0,0.0,0.5308867352143665
73.6,78.5,167.0,111.9,0.5,0.0,15.123346122127003
96.8,98.9,156.0,87.0,3.5,0.0,10.749506903353051
80.9,79.1,196.0,109.1,1.4,0.0,3.399625156184925
74.6,72.9,188.0,94.9,4.0,0.0,1.8503847894975145
73.5,77.0,189.0,82.5,0.5,0.0,0.0
76.2,76.1,176.0,66.6,4.4,0.0,0.0
65.9,65.6,203.0,80.4,1.7,0.0,0.0
88.6,86.3,183.0,83.6,2.0,0.0,0.0
83.9,83.6,189.0,64.7,0.4,-0.38740516782844736,0.0
80.3,82.7,196.0,92.7,1.6,0.0,0.0
76.0,82.4,158.0,95.5,5.1,0.0,13.255087325749074
75.8,77.3,196.0,146.0,0.4,0.0,13.00499791753436
73.5,70.1,203.0,123.1,0.1,0.0,4.872115314615748
79.8,80.5,205.0,53.8,1.2,-5.698096371207614,0.0
90.9,89.3,195.0,86.0,0.1,0.0,0.0
91.0,93.4,194.0,62.9,0.4,-1.7872781379530238,0.0
75.1,80.7,173.0,71.0,0.7,0.0,0.0
79.3,79.0,192.0,93.7,2.1,0.0,0.41775173611111427
87.3,84.7,172.0,73.6,1.4,0.0,0.0
78.7,80.5,177.0,78.2,0.5,0.0,0.0
67.2,68.8,184.0,104.8,5.5,0.0,5.954631379962191
79.3,85.0,189.0,77.0,2.6,0.0,0.0
80.4,79.7,182.0,102.7,1.0,0.0,6.004709576138147
72.4,77.9,173.0,86.0,5.5,0.0,3.7346720572020438
68.3,76.2,178.0,154.3,1.7,0.0,23.699659133947733
83.8,85.2,204.0,89.3,2.8,0.0,0.0
74.8,79.6,205.0,77.7,4.5,-0.01100535395597646,0.0
89.1,89.7,155.0,75.5,0.6,0.0,6.425598335067633
89.4,91.7,194.0,82.9,1.0,0.0,0.0
83.5,87.3,199.0,90.5,1.0,0.0,0.0
87.6,90.3,173.0,61.3,2.1,0.0,0.0
71.1,76.2,174.0,110.8,0.4,0.0,11.596644206632313
85.6,86.6,180.0,84.5,4.7,0.0,1.0802469135802468
74.8,78.4,191.0,120.1,3.9,0.0,7.921246676352077
73.6,77.8,209.0,118.8,1.1,0.0,2.1971795517501924
76.9,74.9,190.0,61.5,1.7,-1.4639889196675888,0.0
96.3,98.3,182.0,64.2,0.4,0.0,0.0
69.2,68.3,179.0,114.4,4.1,0.0,10.704253924659035
72.9,79.1,164.0,66.3,4.2,0.0,0.0
77.7,77.3,180.0,75.1,2.5,0.0,0.0
76.4,80.3,196.0,77.5,0.8,0.0,0.0
59.7,64.5,188.0,129.4,3.8,0.0,11.611588954277956
72.3,78.0,197.0,116.8,4.4,0.0,5.096111726661341
87.1,89.1,193.0,115.3,3.6,0.0,5.953851110096917
89.7,91.3,197.0,85.9,0.4,0.0,0.0
63.1,68.3,172.0,51.3,4.4,-1.1595457003785832,0.0
73.0,74.3,200.0,100.1,4.9,0.0,0.02499999999999858
82.8,86.0,176.0,112.1,1.8,0.0,11.189307851239668
76.4,76.0,184.0,97.7,0.5,0.0,3.857514177693762
82.3,86.1,179.0,53.6,0.7,-1.7714334758590553,0.0
64.8,69.6,206.0,92.5,0.7,0.0,0.0
83.5,91.9,166.0,149.6,0.5,0.0,29.289446944404126
93.2,91.9,197.0,117.0,0.5,0.0,5.14764616454946
76.9,78.6,208.0,72.4,4.0,-1.765532544378697,0.0
83.1,89.0,187.0,98.6,0.4,0.0,3.1964025279533246
81.9,84.9,176.0,70.0,1.4,0.0,0.0
95.2,94.9,182.0,82.7,3.9,0.0,0.0
80.3,83.6,190.0,57.2,0.2,-2.6551246537396107,0.0
73.6,79.5,193.0,85.7,3.2,0.0,0.0
87.1,85.1,180.0,119.3,2.4,0.0,11.820987654320987
92.5,92.7,172.0,98.1,0.4,0.0,8.159816116819904
81.8,81.2,177.0,123.5,0.7,0.0,14.420345366912443
80.9,83.1,177.0,73.6,0.7,0.0,0.0
75.1,79.3,163.0,91.8,3.6,0.0,9.551545033685876
80.8,82.5,188.0,120.8,5.1,0.0,9.178361249434133
79.0,78.0,185.0,89.0,0.8,0.0,1.0043827611395137
77.9,81.9,170.0,91.1,1.3,0.0,6.522491349480969
92.3,94.5,178.0,100.1,1.2,0.0,6.5932331776290845
75.7,76.6,199.0,62.1,1.4,-2.818577813691574,0.0
83.5,85.6,207.0,89.7,3.9,0.0,0.0
