dif_lifespan,mass,exercise,alcohol,sugar,bmi norm under,bmi norm over,smoking few,smoking some,smoking more,smoking alot,smoking most
-3.8000000000000114,78.3,1.3,1.3,26.0,0.0,3.414864276382641,False,False,False,True,False
-3.9000000000000057,107.7,2.1,5.1,20.4,0.0,5.471933001358085,False,False,False,True,False
-1.8000000000000114,65.4,2.8,5.7,31.2,0.0,0.0,False,True,False,False,False
-0.7000000000000028,91.8,0.4,1.0,21.2,0.0,2.4119860252620207,True,False,False,False,False
-0.10000000000000853,85.5,3.0,5.1,39.2,0.0,0.0,True,False,False,False,False
0.7999999999999972,73.0,1.4,1.0,24.4,-1.12938726948245,0.0,True,False,False,False,False
-2.799999999999997,122.3,3.3,4.3,28.8,0.0,7.16305062458909,False,False,True,False,False
0.29999999999999716,90.7,2.0,4.3,14.4,0.0,0.0,True,False,False,False,False
1.3000000000000114,69.4,2.9,2.0,14.4,0.0,0.0,True,False,False,False,False
0.6000000000000085,89.3,3.1,1.0,21.2,0.0,1.092037983929874,False,True,False,False,False
-2.5,120.2,2.6,0.2,24.4,0.0,9.008601177003172,False,False,True,False,False
-1.4000000000000057,95.8,1.6,2.1,32.0,0.0,8.148788927335644,False,True,False,False,False
-1.4000000000000057,62.8,1.1,1.1,36.8,0.0,0.0,True,False,False,False,False
-0.6000000000000085,59.8,1.5,5.7,16.0,-1.0273922571219885,0.0,True,False,False,False,False
-1.0999999999999943,85.1,2.0,2.0,21.6,0.0,0.0,False,True,False,False,False
-3.3999999999999915,61.9,1.8,2.6,18.0,-0.01631879124488833,0.0,False,False,True,False,False
-5.5,124.6,0.1,4.9,14.4,0.0,6.782471176410571,False,False,True,False,False
-0.7999999999999972,125.5,3.1,4.3,27.6,0.0,6.063587534962014,False,True,False,False,False
-3.1000000000000085,116.9,2.1,4.6,23.2,0.0,5.121878945605403,False,False,True,False,False
-3.799999999999997,99.3,2.2,0.3,27.6,0.0,8.959166923155848,False,False,False,True,False
1.2999999999999972,95.5,3.1,0.1,19.6,0.0,0.0,True,False,False,False,False
-2.4000000000000057,58.3,3.7,5.5,23.6,-0.5061728395061742,0.0,False,False,False,False,True
0.7999999999999972,83.3,3.2,0.1,21.6,0.0,3.8235294117647065,True,False,False,False,False
0.0,113.9,1.2,0.2,10.8,0.0,5.897352430555557,True,False,False,False,False
-0.8999999999999915,52.5,3.6,2.1,14.8,-3.160336011687365,0.0,False,False,False,True,False
-0.29999999999999716,97.8,1.3,0.4,46.4,0.0,0.0,True,False,False,False,False
-3.0,88.5,0.2,1.1,29.6,0.0,1.7177877067986955,False,False,True,False,False
-7.0,84.5,1.8,3.4,52.4,0.0,0.0,False,False,False,True,False
-1.5,71.6,2.4,3.5,16.8,-1.4625223081499108,0.0,False,False,False,True,False
2.700000000000003,87.3,3.6,0.8,30.0,0.0,3.183109504132233,True,False,False,False,False
2.3999999999999915,158.5,5.3,0.7,28.0,0.0,13.086312956555169,True,False,False,False,False
-7.0,110.2,2.4,4.9,46.8,0.0,4.280476139866089,False,False,False,True,False
-3.8000000000000114,70.2,1.9,1.2,24.0,0.0,0.0,False,False,False,True,False
-1.6999999999999886,106.8,3.8,5.3,47.2,0.0,13.757439396138771,False,False,True,False,False
-1.7000000000000028,86.6,1.7,0.3,41.2,0.0,0.0,False,True,False,False,False
2.3999999999999915,87.8,4.5,0.3,49.6,0.0,0.0,False,False,False,False,False
-7.400000000000006,103.6,1.3,0.9,32.0,0.0,10.018929150892376,False,False,False,True,False
-1.7000000000000028,145.1,1.5,0.6,40.8,0.0,18.805096002898196,True,False,False,False,False
1.2999999999999972,94.8,2.8,0.7,23.6,0.0,5.259503973953841,True,False,False,False,False
-3.1000000000000085,56.1,0.9,3.3,32.0,-3.8967097042898775,0.0,False,False,False,True,False
-1.4000000000000057,120.7,2.6,1.5,43.6,0.0,16.277658082828907,False,True,False,False,False
-5.0,98.0,2.7,5.8,8.4,0.0,5.930438076000502,False,False,False,True,False
-0.7000000000000028,70.6,2.5,0.4,15.2,0.0,0.0,False,True,False,False,False
1.1999999999999886,62.5,2.1,0.8,35.2,0.0,0.0,True,False,False,False,False
0.20000000000000284,139.0,3.7,2.3,32.0,0.0,18.87072339351092,True,False,False,False,False
-6.099999999999994,118.5,1.9,3.0,22.8,0.0,16.985544217687078,False,False,True,False,False
-0.5999999999999943,90.5,1.9,3.6,9.2,0.0,0.6054775916704394,True,False,False,False,False
-3.200000000000003,70.4,2.8,0.4,18.4,0.0,0.0,False,False,True,False,False
1.0999999999999943,88.6,4.0,4.4,21.2,0.0,4.264103580393709,True,False,False,False,False
-0.7999999999999972,58.7,4.5,2.3,32.8,0.0,0.0,False,False,False,False,True
-4.900000000000006,71.2,0.3,3.9,18.8,0.0,0.0,False,False,False,True,False
-0.9000000000000057,81.5,1.8,3.3,11.2,0.0,1.0142360113632733,True,False,False,False,False
-2.1999999999999886,101.4,3.6,5.1,22.8,0.0,6.296296296296298,False,False,True,False,False
-1.4000000000000057,99.9,2.9,0.4,14.8,0.0,3.2650520597555506,False,False,False,False,True
-7.0,121.2,1.6,1.5,25.6,0.0,16.44865086693342,False,False,False,True,False
-7.200000000000003,160.9,1.3,2.7,24.4,0.0,39.45281204935105,False,False,False,False,False
-0.29999999999999716,91.1,2.8,0.6,22.4,0.0,0.0,False,False,True,False,False
-0.9000000000000057,65.2,5.0,3.4,8.4,-2.0357692987550813,0.0,False,False,True,False,False
-0.6999999999999886,103.8,3.0,4.6,20.0,0.0,10.498101980096443,True,False,False,False,False
-0.4000000000000057,65.6,0.4,1.5,26.8,-3.1904245139909904,0.0,True,False,False,False,False
-3.3999999999999915,102.6,1.7,0.4,32.8,0.0,12.68595041322314,False,False,True,False,False
-6.6000000000000085,75.7,2.2,4.4,24.0,0.0,0.0,False,False,False,True,False
-3.799999999999997,105.5,1.2,1.6,19.6,0.0,12.379535147392296,False,False,False,True,False
-3.5,92.5,1.0,0.4,41.6,0.0,2.9253713319647368,False,False,True,False,False
0.10000000000000853,71.3,3.0,2.7,26.4,0.0,0.0,False,True,False,False,False
-0.7000000000000028,107.6,2.1,0.4,44.8,0.0,3.297172912557528,False,True,False,False,False
-1.5,78.1,2.9,0.9,26.4,0.0,0.0,False,False,False,True,False
-3.4000000000000057,72.3,2.3,3.5,22.8,-0.05800428527701129,0.0,False,False,False,True,False
-2.3999999999999915,59.9,2.0,0.9,22.4,0.0,0.0,False,False,True,False,False
3.0,113.6,4.7,1.6,20.0,0.0,9.295374954715612,False,True,False,False,False
-2.299999999999997,121.9,0.8,0.7,22.4,0.0,9.859446938717149,True,False,False,False,False
2.6999999999999886,50.0,3.1,0.6,11.6,-5.3507560815253115,0.0,True,False,False,False,False
-2.4000000000000057,116.9,2.7,0.2,51.6,0.0,11.484504228956652,False,False,True,False,False
-3.0,108.7,4.6,0.2,34.4,0.0,1.9052746219153072,False,False,True,False,False
-1.0,53.2,1.0,0.5,28.0,-4.217737388923192,0.0,True,False,False,False,False
-2.8999999999999915,112.4,3.1,1.8,6.4,0.0,21.18671926364234,False,False,True,False,False
-4.0,113.5,2.3,4.4,36.8,0.0,5.157296205760442,False,False,True,False,False
-4.1000000000000085,117.6,1.9,5.5,49.6,0.0,13.842647641696388,False,False,True,False,False
-5.5,79.0,0.2,1.7,46.8,0.0,2.990362811791389,False,False,True,False,False
-4.199999999999989,62.3,1.4,0.5,22.8,-4.768156670854546,0.0,False,False,False,True,False
-1.5,64.5,3.2,1.3,28.8,0.0,0.0,False,False,True,False,False
-0.29999999999999716,112.9,3.8,0.5,11.6,0.0,6.274238227146817,False,True,False,False,False
-3.200000000000003,104.0,2.1,0.5,40.8,0.0,2.3504273504273527,False,False,False,True,False
-4.0,128.7,2.7,0.2,29.2,0.0,11.804026423403577,False,False,False,True,False
-3.0,85.1,1.7,3.7,39.6,0.0,5.151643990929706,False,False,True,False,False
-3.8000000000000114,82.1,2.7,1.6,19.2,0.0,0.0,False,False,False,True,False
0.6000000000000085,85.9,2.1,0.9,28.0,0.0,1.8094004556661787,False,True,False,False,False
-0.7999999999999972,80.1,0.1,1.3,25.6,0.0,0.0,True,False,False,False,False
-4.5,95.7,1.8,0.6,14.8,0.0,0.0,False,False,False,False,True
-1.7000000000000028,123.7,2.3,1.4,18.4,0.0,14.934142561983471,True,False,False,False,False
1.6999999999999886,62.3,3.0,0.4,35.6,0.0,0.0,True,False,False,False,False
-7.099999999999994,72.7,2.2,0.3,21.6,0.0,0.0,False,False,False,False,True
-0.6000000000000085,112.9,2.0,0.9,18.8,0.0,7.633830500635909,True,False,False,False,False
2.0999999999999943,78.5,4.7,4.9,35.6,0.0,4.545711167149687,True,False,False,False,False
1.2000000000000028,77.9,4.4,0.7,19.2,0.0,0.0,False,True,False,False,False
-1.7999999999999972,122.8,2.1,0.2,42.8,0.0,5.699999999999999,False,True,False,False,False
0.7999999999999972,126.8,4.5,4.0,22.8,0.0,6.075384766199392,True,False,False,False,False
-0.7000000000000028,115.7,1.6,2.9,14.0,0.0,4.21643392843615,True,False,False,False,False
-0.3999999999999915,134.3,1.6,0.4,16.0,0.0,11.81368383542118,True,False,False,False,False
0.6999999999999886,53.1,2.9,1.6,14.8,-2.291703549952686,0.0,True,False,False,False,False
2.200000000000003,115.8,5.4,3.6,10.8,0.0,8.115044753924899,False,True,False,False,False
2.3000000000000114,64.2,3.2,5.1,25.2,-3.223378941106482,0.0,True,False,False,False,False
-0.20000000000000284,67.4,3.6,5.6,20.8,-1.6499999999999986,0.0,False,True,False,False,False
-2.5,69.7,2.9,1.0,14.4,0.0,0.0,False,False,False,False,True
-3.299999999999997,132.4,1.8,1.6,16.8,0.0,20.813148788927343,False,True,False,False,False
-9.099999999999994,65.4,2.3,2.0,37.6,0.0,0.0,False,False,False,False,True
-4.299999999999997,79.8,1.9,1.2,28.4,0.0,0.0,False,False,False,True,False
0.20000000000000284,63.1,2.1,4.8,22.0,0.0,0.0,True,False,False,False,False
-2.6999999999999886,111.3,1.8,2.3,12.0,0.0,10.128140386314854,False,False,True,False,False
-2.299999999999997,142.6,1.5,1.8,18.8,0.0,21.563265306122446,True,False,False,False,False
-5.700000000000003,116.8,2.4,1.3,41.6,0.0,8.761128454156548,False,False,False,False,True
-0.9000000000000057,51.7,2.6,2.0,20.4,-3.229442344045369,0.0,False,True,False,False,False
-4.0,162.4,2.2,2.5,20.4,0.0,20.94839293798099,True,False,False,False,False
-4.700000000000003,135.9,1.5,2.2,25.6,0.0,11.865234375,False,False,False,True,False
0.4000000000000057,122.5,3.4,0.4,16.0,0.0,12.808641975308639,False,True,False,False,False
-5.900000000000006,108.2,5.1,4.5,43.6,0.0,9.930268595041326,False,False,False,False,True
-1.6000000000000085,113.4,1.2,0.5,18.4,0.0,12.889672224264089,True,False,False,False,False
0.29999999999999716,135.3,5.3,5.3,43.6,0.0,19.68886246531907,True,False,False,False,False
-0.5999999999999943,59.8,2.6,5.3,38.8,-3.24645444342414,0.0,True,False,False,False,False
-3.3000000000000114,85.3,2.4,1.3,16.4,0.0,0.0,False,False,False,True,False
-4.099999999999994,72.1,1.7,1.3,31.2,0.0,5.010405827263263,False,False,False,True,False
-2.0999999999999943,120.9,5.3,4.7,25.6,0.0,18.350424898705583,False,False,True,False,False
-5.400000000000006,120.9,1.3,2.0,47.2,0.0,5.225000000000001,False,False,True,False,False
-3.1000000000000085,82.6,1.0,0.4,40.0,0.0,0.0,False,False,True,False,False
-4.200000000000003,59.8,1.1,1.4,18.4,0.0,0.0,False,False,True,False,False
1.0,80.0,3.0,5.5,25.2,0.0,0.0,False,True,False,False,False
0.6000000000000085,71.4,3.0,0.8,45.6,-1.674663021962484,0.0,True,False,False,False,False
-2.9000000000000057,70.8,2.8,1.9,24.4,0.0,1.3236168947055376,False,False,False,True,False
-5.099999999999994,60.8,1.4,5.7,9.2,0.0,0.0,False,False,False,False,True
-1.0999999999999943,110.3,1.7,4.9,37.2,0.0,8.299118463953626,False,False,False,False,False
-0.5,72.0,1.0,1.6,28.4,-1.533273635592419,0.0,True,False,False,False,False
-3.8999999999999915,114.4,2.8,3.4,11.2,0.0,15.054619936276751,False,False,False,True,False
-1.5,86.5,0.4,4.6,28.0,0.0,0.0,True,False,False,False,False
-5.900000000000006,92.8,3.0,4.4,41.6,0.0,7.110726643598618,False,False,False,True,False
-3.3000000000000114,84.0,1.6,0.4,24.8,0.0,2.428571428571427,False,False,False,True,False
0.9000000000000057,67.3,3.5,0.6,30.0,0.0,0.0,False,True,False,False,False
-1.4000000000000057,73.9,3.5,0.6,35.2,0.0,0.8744441721228284,False,False,True,False,False
0.8999999999999915,68.4,1.7,1.5,8.8,-2.2239738251041032,0.0,True,False,False,False,False
-1.2999999999999972,135.8,1.7,0.4,26.0,0.0,13.422363060208248,True,False,False,False,False
-3.0,142.5,3.3,0.3,18.0,0.0,19.975381896225223,False,False,True,False,False
2.4000000000000057,72.1,3.2,4.8,3.2,0.0,0.0,True,False,False,False,False
-1.0,80.9,1.8,1.3,19.2,0.0,2.6666324681098494,False,True,False,False,False
-3.0999999999999943,83.3,1.9,0.9,15.6,0.0,0.0,False,False,False,False,True
-0.8000000000000114,81.1,1.4,5.9,37.6,0.0,0.0,True,False,False,False,False
-3.5,83.1,3.1,0.3,52.8,0.0,0.0,False,False,False,True,False
1.2000000000000028,74.8,5.1,4.2,11.2,0.0,0.0,True,False,False,False,False
-3.9000000000000057,54.7,4.5,1.3,31.6,-0.8411673553718977,0.0,False,False,False,True,False
-2.299999999999997,68.9,4.0,0.8,34.4,0.0,0.0,False,False,True,False,False
-1.7000000000000028,110.8,0.7,0.5,20.0,0.0,9.580693486470459,True,False,False,False,False
-1.6000000000000085,56.2,1.8,0.3,36.8,0.0,0.0,False,False,True,False,False
-4.5,124.4,1.0,1.6,24.8,0.0,8.396869714623215,False,False,True,False,False
0.7000000000000028,86.7,2.4,2.0,16.4,0.0,1.4643936387778176,True,False,False,False,False
-6.299999999999997,144.6,2.4,5.2,36.0,0.0,27.474960081289012,True,False,False,False,False
-2.700000000000003,143.1,1.4,0.9,24.4,0.0,10.419915348629992,False,True,False,False,False
1.7000000000000028,151.8,3.9,3.5,15.6,0.0,15.333723031140401,True,False,False,False,False
-1.5,89.9,0.7,0.3,34.8,0.0,3.0578009425423716,True,False,False,False,False
-0.3999999999999915,97.0,4.0,5.2,12.0,0.0,4.2839029102765345,True,False,False,False,False
-4.0,160.5,4.2,4.5,48.8,0.0,16.356386405215282,False,False,True,False,False
-0.09999999999999432,87.6,1.6,3.2,41.6,0.0,0.5953250547845101,True,False,False,False,False
-3.6999999999999886,102.9,1.5,0.4,33.2,0.0,7.476959979800533,False,False,False,True,False
-2.799999999999997,87.0,1.6,0.3,44.4,0.0,0.0,False,True,False,False,False
-0.9000000000000057,111.3,1.8,5.2,25.2,0.0,0.7257766272189308,True,False,False,False,False
0.20000000000000284,127.8,4.5,2.6,41.6,0.0,17.211652794292505,False,False,True,False,False
-3.799999999999997,121.6,2.0,1.6,30.4,0.0,7.6451716824612745,False,False,True,False,False
-1.0,66.8,4.0,2.6,10.4,-0.7510362418960561,0.0,False,False,True,False,False
-5.3999999999999915,74.5,2.0,1.1,19.6,0.0,0.0,False,False,False,True,False
-2.799999999999997,98.8,3.4,0.4,32.0,0.0,4.1824196597353485,False,False,False,False,True
-5.0,74.5,1.7,5.2,31.6,0.0,0.0,False,False,False,True,False
-0.29999999999999716,135.1,4.5,4.3,30.4,0.0,14.904300567107747,False,True,False,False,False
-2.5,95.5,2.5,0.8,33.2,0.0,1.178010471204189,False,False,False,True,False
-6.3999999999999915,150.9,0.8,3.9,40.4,0.0,26.007301243915634,False,False,True,False,False
-4.700000000000003,107.4,4.0,3.8,28.0,0.0,12.603725359756318,False,False,False,True,False
-5.799999999999997,65.5,3.9,4.9,41.2,0.0,0.0,False,False,False,True,False
-3.1000000000000085,131.8,1.8,4.0,28.0,0.0,10.383500228194052,False,True,False,False,False
-3.3999999999999915,98.8,2.8,4.3,25.6,0.0,0.458012316730656,False,False,False,True,False
-2.700000000000003,112.5,3.2,4.3,40.0,0.0,6.163434903047094,False,True,False,False,False
-5.799999999999997,137.1,0.9,1.9,26.4,0.0,12.190755208333336,False,False,False,True,False
1.2000000000000028,119.7,1.6,0.4,16.4,0.0,4.925000000000001,True,False,False,False,False
-0.7999999999999972,127.6,5.3,0.7,22.8,0.0,17.145593869731798,False,True,False,False,False
-0.5999999999999943,112.5,3.0,1.2,42.0,0.0,3.6960514233241497,True,False,False,False,False
-0.8999999999999915,109.5,3.9,0.0,19.2,0.0,9.560030299204648,False,True,False,False,False
-3.3000000000000114,107.6,2.2,0.6,44.0,0.0,9.736570247933884,False,False,False,True,False
1.7999999999999972,81.9,3.0,0.3,15.2,0.0,0.0,True,False,False,False,False
-3.8999999999999915,92.2,1.1,2.1,4.8,0.0,7.6672335600907076,False,False,False,True,False
-1.2000000000000028,107.9,1.1,0.6,14.4,0.0,10.23265306122449,True,False,False,False,False
0.20000000000000284,73.7,1.3,0.9,23.2,0.0,0.0,True,False,False,False,False
1.4000000000000057,95.1,3.3,1.0,24.0,0.0,0.5308867352143665,True,False,False,False,False
-4.900000000000006,111.9,2.5,0.5,30.8,0.0,15.123346122127003,False,False,False,True,False
-2.1000000000000085,87.0,2.2,3.5,8.0,0.0,10.749506903353051,False,True,False,False,False
1.8000000000000114,109.1,4.0,1.4,6.8,0.0,3.399625156184925,False,True,False,False,False
1.6999999999999886,94.9,3.1,4.0,17.2,0.0,1.8503847894975145,True,False,False,False,False
-3.5,82.5,1.6,0.5,20.4,0.0,0.0,False,False,True,False,False
0.10000000000000853,66.6,3.8,4.4,14.0,0.0,0.0,False,True,False,False,False
0.30000000000001137,80.4,3.0,1.7,24.0,0.0,0.0,False,True,False,False,False
2.299999999999997,83.6,4.1,2.0,3.6,0.0,0.0,False,True,False,False,False
0.30000000000001137,64.7,0.9,0.4,10.4,-0.38740516782844736,0.0,True,False,False,False,False
-2.4000000000000057,92.7,2.2,1.6,24.0,0.0,0.0,False,False,False,True,False
-6.400000000000006,95.5,1.6,5.1,11.2,0.0,13.255087325749074,False,False,False,True,False
-1.5,146.0,3.9,0.4,32.0,0.0,13.00499791753436,False,False,False,True,False
3.4000000000000057,123.1,5.4,0.1,40.4,0.0,4.872115314615748,False,False,False,True,False
-0.7000000000000028,53.8,1.8,1.2,31.6,-5.698096371207614,0.0,False,True,False,False,False
1.6000000000000085,86.0,4.3,0.1,22.0,0.0,0.0,True,False,False,False,False
-2.4000000000000057,62.9,2.6,0.4,30.8,-1.7872781379530238,0.0,False,False,True,False,False
-5.6000000000000085,71.0,2.1,0.7,9.6,0.0,0.0,False,False,False,False,True
0.29999999999999716,93.7,3.3,2.1,22.4,0.0,0.41775173611111427,True,False,False,False,False
2.5999999999999943,73.6,3.5,1.4,14.8,0.0,0.0,True,False,False,False,False
-1.7999999999999972,78.2,3.1,0.5,34.8,0.0,0.0,False,False,False,True,False
-1.5999999999999943,104.8,1.7,5.5,21.6,0.0,5.954631379962191,False,True,False,False,False
-5.700000000000003,77.0,2.4,2.6,33.6,0.0,0.0,False,False,False,True,False
0.7000000000000028,102.7,3.8,1.0,33.2,0.0,6.004709576138147,False,True,False,False,False
-5.5,86.0,2.6,5.5,23.2,0.0,3.7346720572020438,False,False,False,True,False
-7.900000000000006,154.3,2.9,1.7,23.2,0.0,23.699659133947733,False,False,False,False,True
-1.4000000000000057,89.3,2.0,2.8,11.6,0.0,0.0,False,False,True,False,False
-4.799999999999997,77.7,1.8,4.5,22.0,-0.01100535395597646,0.0,False,False,False,True,False
-0.6000000000000085,75.5,0.9,0.6,31.2,0.0,6.425598335067633,False,False,False,False,False
-2.299999999999997,82.9,0.9,1.0,20.8,0.0,0.0,False,False,True,False,False
-3.799999999999997,90.5,2.6,1.0,26.4,0.0,0.0,False,False,False,False,True
-2.700000000000003,61.3,4.5,2.1,27.2,0.0,0.0,False,False,False,True,False
-5.1000000000000085,110.8,2.4,0.4,42.0,0.0,11.596644206632313,False,False,True,False,False
-1.0,84.5,1.4,4.7,26.0,0.0,1.0802469135802468,True,False,False,False,False
-3.6000000000000085,120.1,2.0,3.9,19.6,0.0,7.921246676352077,False,False,False,True,False
-4.200000000000003,118.8,1.4,1.1,19.2,0.0,2.1971795517501924,False,False,False,False,True
2.0,61.5,2.7,1.7,16.0,-1.4639889196675888,0.0,True,False,False,False,False
-2.0,64.2,4.5,0.4,15.6,0.0,0.0,False,False,False,False,True
0.9000000000000057,114.4,3.3,4.1,22.0,0.0,10.704253924659035,True,False,False,False,False
-6.199999999999989,66.3,2.5,4.2,26.0,0.0,0.0,False,False,False,True,False
0.4000000000000057,75.1,3.2,2.5,20.0,0.0,0.0,True,False,False,False,False
-3.8999999999999915,77.5,1.7,0.8,30.4,0.0,0.0,False,False,False,True,False
-4.799999999999997,129.4,2.5,3.8,25.2,0.0,11.611588954277956,False,False,True,False,False
-5.700000000000003,116.8,4.4,4.4,44.4,0.0,5.096111726661341,False,False,True,False,False
-2.0,115.3,1.3,3.6,47.6,0.0,5.953851110096917,False,True,False,False,False
-1.5999999999999943,85.9,3.3,0.4,34.4,0.0,0.0,False,False,True,False,False
-5.199999999999996,51.3,1.5,4.4,39.6,-1.1595457003785832,0.0,False,False,False,True,False
-1.2999999999999972,100.1,3.0,4.9,22.0,0.0,0.02499999999999858,False,True,False,False,False
-3.200000000000003,112.1,2.6,1.8,15.6,0.0,11.189307851239668,False,False,True,False,False
0.4000000000000057,97.7,2.8,0.5,24.4,0.0,3.857514177693762,True,False,False,False,False
-3.799999999999997,53.6,2.9,0.7,19.2,-1.7714334758590553,0.0,False,False,False,True,False
-4.799999999999997,92.5,1.2,0.7,45.6,0.0,0.0,False,False,True,False,False
-8.400000000000006,149.6,1.7,0.5,30.0,0.0,29.289446944404126,False,False,False,True,False
1.2999999999999972,117.0,3.8,0.5,26.8,0.0,5.14764616454946,False,False,False,False,False
-1.6999999999999886,72.4,3.7,4.0,41.2,-1.765532544378697,0.0,False,False,True,False,False
-5.900000000000006,98.6,2.4,0.4,25.6,0.0,3.1964025279533246,False,False,False,False,True
-3.0,70.0,1.6,1.4,22.0,0.0,0.0,False,False,False,True,False
0.29999999999999716,82.7,2.9,3.9,29.6,0.0,0.0,False,True,False,False,False
-3.299999999999997,57.2,2.1,0.2,38.8,-2.6551246537396107,0.0,False,False,True,False,False
-5.900000000000006,85.7,1.2,3.2,23.2,0.0,0.0,False,False,False,True,False
2.0,119.3,4.8,2.4,12.8,0.0,11.820987654320987,True,False,False,False,False
-0.20000000000000284,98.1,3.0,0.4,32.0,0.0,8.159816116819904,False,True,False,False,False
0.5999999999999943,123.5,3.4,0.7,28.0,0.0,14.420345366912443,True,False,False,False,False
-2.1999999999999886,73.6,1.2,0.7,46.8,0.0,0.0,False,True,False,False,False
-4.200000000000003,91.8,3.1,3.6,46.4,0.0,9.551545033685876,False,False,True,False,False
-1.7000000000000028,120.8,2.4,5.1,26.8,0.0,9.178361249434133,False,False,False,True,False
1.0,89.0,2.6,0.8,35.2,0.0,1.0043827611395137,True,False,False,False,False
-4.0,91.1,1.7,1.3,38.4,0.0,6.522491349480969,False,False,True,False,False
-2.200000000000003,100.1,3.4,1.2,37.6,0.0,6.5932331776290845,False,False,True,False,False
-0.8999999999999915,62.1,1.5,1.4,20.0,-2.818577813691574,0.0,False,True,False,False,False
-2.0999999999999943,89.7,3.8,3.9,28.0,0.0,0.0,False,False,False,True,False
-3.0999999999999943,105.9,1.6,0.2,10.4,0.0,4.962652784065192,False,False,False,True,False
-1.2999999999999972,99.7,3.0,0.5,12.8,0.0,7.55510204081633,False,True,False,False,False
-5.900000000000006,145.9,1.4,1.0,39.2,0.0,23.748705269136956,False,False,True,False,False
-1.0,70.4,1.4,3.0,30.4,0.0,1.1748958953004234,True,False,False,False,False
-1.5999999999999943,112.5,1.7,3.5,26.8,0.0,10.506880444388337,True,False,False,False,False
-2.5999999999999943,81.7,2.2,0.6,32.4,0.0,1.0780746273420796,False,False,True,False,False
-2.0999999999999943,108.9,1.7,0.4,42.8,0.0,1.4262661069184013,False,False,True,False,False
-1.4000000000000057,124.6,2.8,3.9,18.0,0.0,14.771457754795868,True,False,False,False,False
-2.299999999999997,87.7,2.6,1.9,8.8,0.0,0.0,False,False,True,False,False
-0.5,98.7,4.8,4.7,12.0,0.0,3.2249992850810685,False,False,True,False,False
-1.0,73.0,1.5,5.1,20.4,0.0,0.0,True,False,False,False,False
-0.7999999999999972,60.4,2.6,0.4,22.4,0.0,0.0,False,False,True,False,False
-2.6999999999999886,118.0,4.5,5.8,30.8,0.0,9.47772096420745,False,False,False,True,False
-2.5999999999999943,99.1,1.0,1.0,21.2,0.0,1.3311722818577962,False,False,True,False,False
0.20000000000000284,71.5,2.6,5.0,27.6,0.0,0.0,True,False,False,False,False
-8.200000000000003,154.5,2.9,1.9,31.2,0.0,28.460207612456756,False,False,False,True,False
-0.10000000000000853,72.4,2.2,3.4,29.6,0.0,0.0,True,False,False,False,False
2.5999999999999943,130.0,5.4,1.4,40.0,0.0,12.57659845068794,True,False,False,False,False
-4.200000000000003,69.5,2.5,0.9,47.2,-2.4358357988165693,0.0,False,False,False,True,False
-2.0999999999999943,68.8,4.0,0.2,15.6,0.0,0.0,False,False,False,True,False
-1.8999999999999915,98.9,0.5,4.7,36.8,0.0,2.686794882562083,False,False,False,False,False
-1.8999999999999915,120.4,1.8,1.6,16.8,0.0,9.430495581801019,False,True,False,False,False
-0.20000000000000284,69.3,1.1,1.0,30.0,-1.3469592336823304,0.0,True,False,False,False,False
1.4000000000000057,87.7,2.8,0.8,30.8,0.0,2.6795859108698394,True,False,False,False,False
-0.4000000000000057,100.4,1.6,1.8,14.8,0.0,15.217913795866046,True,False,False,False,False
0.0,85.7,1.7,1.1,32.4,0.0,1.1591526510179797,True,False,False,False,False
-4.1000000000000085,71.7,0.2,4.3,10.4,0.0,0.0,False,True,False,False,False
-3.1000000000000085,113.8,1.9,1.2,42.0,0.0,6.858010693989531,False,False,False,True,False
-1.4000000000000057,84.0,1.1,5.7,9.6,0.0,0.9259259259259238,True,False,False,False,False
-2.4000000000000057,112.6,3.6,0.8,18.4,0.0,4.6120973044049975,False,False,True,False,False
-4.299999999999997,122.9,0.9,0.4,27.6,0.0,17.03002633288876,False,False,True,False,False
-2.799999999999997,99.8,1.7,1.0,46.4,0.0,1.2458908612754769,False,False,True,False,False
-3.0,116.5,2.7,0.2,27.6,0.0,17.27754391058209,False,True,False,False,False
-3.5,74.0,2.6,0.6,6.8,0.0,0.0,False,False,False,True,False
-0.7000000000000028,67.5,1.0,3.8,30.8,-2.1200829915795047,0.0,True,False,False,False,False
-1.8999999999999915,58.9,1.5,4.8,18.4,0.0,0.0,False,True,False,False,False
-1.8999999999999915,108.3,2.2,5.9,46.4,0.0,6.988421550094515,False,True,False,False,False
-0.7999999999999972,70.1,1.8,1.3,25.6,0.0,0.0,False,False,True,False,False
-4.299999999999997,85.4,3.5,1.0,32.0,0.0,0.0,False,False,False,True,False
-2.0999999999999943,130.2,1.4,3.5,30.4,0.0,10.689811134563193,False,True,False,False,False
-1.2999999999999972,56.9,1.5,3.5,12.0,0.0,0.0,True,False,False,False,False
-4.699999999999989,137.2,2.2,0.9,32.0,0.0,16.879063520649552,False,False,False,True,False
-0.4000000000000057,76.1,2.3,0.5,25.2,0.0,0.0,True,False,False,False,False
0.29999999999999716,94.0,1.8,0.3,16.0,0.0,0.0,True,False,False,False,False
-2.3999999999999915,127.7,1.5,4.8,27.2,0.0,9.282799538242642,True,False,False,False,False
1.3999999999999915,86.3,4.3,2.7,18.8,0.0,4.861591695501733,False,True,False,False,False
-1.1999999999999886,125.0,3.5,2.4,22.4,0.0,19.288548752834473,False,False,False,True,False
