lifespan,genetic,length,mass,exercise,alcohol,sugar,bmi under,bmi over,bmi obese,bmi morbid,smoking few,smoking some,smoking more,smoking alot,smoking most
75.3,78.0,207.0,59.7,3.0,0.5,30.4,True,False,False,False,False,False,False,True,False
100.2,100.4,189.0,76.0,3.7,0.5,26.8,False,True,False,False,False,True,False,False,False
82.2,86.0,199.0,132.3,1.5,1.1,27.2,False,False,False,True,False,False,False,True,False
82.0,79.9,175.0,92.7,4.4,1.8,19.6,False,False,False,True,True,False,False,False,False
79.9,82.0,175.0,99.8,1.1,5.3,25.6,False,False,False,True,True,False,False,False,False
67.0,72.2,170.0,108.6,1.2,0.6,20.4,False,False,False,True,False,False,True,False,False
76.4,79.0,174.0,95.3,1.9,2.4,25.6,False,False,False,True,False,True,False,False,False
100.4,102.1,202.0,133.0,0.5,4.0,13.6,False,False,False,True,True,False,False,False,False
96.9,98.1,174.0,84.4,1.4,1.1,19.2,False,False,True,False,True,False,False,False,False
77.1,81.4,194.0,68.3,1.1,1.9,38.8,True,False,False,False,False,False,False,True,False
68.0,68.7,172.0,73.4,3.9,3.2,21.2,False,True,False,False,False,True,False,False,False
98.1,100.9,179.0,105.2,5.1,4.0,27.6,False,False,False,True,False,False,False,True,False
77.0,78.1,181.0,94.7,1.6,1.4,26.8,False,False,True,False,False,True,False,False,False
81.7,81.6,183.0,59.4,1.6,2.9,31.6,True,False,False,False,True,False,False,False,False
83.7,83.2,202.0,99.5,2.5,0.5,24.4,False,True,False,False,True,False,False,False,False
71.9,74.9,205.0,99.0,2.4,0.7,25.2,False,True,False,False,False,False,True,False,False
79.1,81.9,193.0,95.6,1.4,3.5,16.4,False,False,True,False,False,True,False,False,False
99.3,98.3,193.0,95.2,1.5,1.7,25.2,False,False,True,False,True,False,False,False,False
75.3,80.1,176.0,55.0,0.5,5.1,41.2,True,False,False,False,False,False,True,False,False
79.2,81.4,186.0,67.6,3.8,0.4,18.4,False,True,False,False,False,False,True,False,False
78.6,79.2,187.0,63.1,0.7,2.0,9.2,True,False,False,False,True,False,False,False,False
90.5,91.1,178.0,61.5,2.1,5.8,44.4,False,True,False,False,True,False,False,False,False
89.9,93.8,173.0,151.7,1.5,1.4,19.2,False,False,False,True,False,True,False,False,False
72.7,74.7,196.0,111.1,3.5,0.3,28.0,False,False,True,False,False,False,False,True,False
76.6,80.5,182.0,60.9,2.7,2.0,21.6,True,False,False,False,False,False,False,True,False
84.0,82.7,192.0,92.8,4.0,0.6,26.0,False,False,True,False,False,True,False,False,False
98.6,102.1,186.0,57.4,1.8,5.3,43.6,True,False,False,False,False,False,True,False,False
72.5,78.4,187.0,57.7,1.3,5.1,32.8,True,False,False,False,False,False,False,True,False
77.6,79.5,173.0,124.7,1.4,0.6,32.8,False,False,False,True,True,False,False,False,False
88.0,94.1,190.0,85.1,2.6,5.3,53.6,False,True,False,False,False,False,False,True,False
93.8,100.1,174.0,75.0,1.6,1.0,8.0,False,True,False,False,False,False,False,False,True
91.2,91.4,178.0,50.6,2.4,4.9,39.6,True,False,False,False,True,False,False,False,False
87.1,90.3,171.0,73.7,2.8,2.4,18.0,False,False,True,False,False,False,True,False,False
74.3,73.9,192.0,120.2,1.9,0.6,13.2,False,False,False,True,True,False,False,False,False
75.3,77.7,165.0,90.2,1.0,0.3,25.6,False,False,False,True,False,True,False,False,False
89.1,93.0,180.0,73.8,3.2,1.3,8.4,False,True,False,False,False,False,False,True,False
93.5,96.0,171.0,60.7,3.9,4.9,24.8,False,True,False,False,False,False,False,True,False
88.6,89.8,183.0,82.4,1.7,5.2,28.8,False,True,False,False,True,False,False,False,False
84.4,83.5,191.0,115.0,4.1,2.1,28.4,False,False,False,True,False,True,False,False,False
73.3,78.1,195.0,115.5,0.7,4.2,34.4,False,False,False,True,False,False,False,True,False
83.1,80.7,199.0,71.1,5.4,0.1,30.0,True,False,False,False,True,False,False,False,False
85.6,85.4,212.0,85.6,2.2,4.7,25.2,False,True,False,False,True,False,False,False,False
88.7,91.5,189.0,121.5,4.0,4.9,23.2,False,False,False,True,False,False,True,False,False
86.9,91.6,188.0,159.1,1.4,2.9,22.0,False,False,False,True,False,True,False,False,False
83.6,87.6,175.0,85.0,2.9,3.4,34.4,False,False,True,False,False,False,True,False,False
88.3,88.6,179.0,56.9,0.6,2.7,8.0,True,False,False,False,True,False,False,False,False
86.0,85.9,187.0,53.4,0.9,0.8,24.8,True,False,False,False,True,False,False,False,False
71.8,73.3,171.0,58.2,3.3,1.7,20.4,False,True,False,False,False,False,True,False,False
87.9,91.1,186.0,69.4,2.3,0.7,6.0,False,True,False,False,False,False,False,False,True
75.1,77.3,177.0,84.6,1.8,5.2,46.4,False,False,True,False,False,True,False,False,False
76.9,86.1,173.0,125.8,1.3,1.4,19.6,False,False,False,True,False,False,False,False,True
63.2,64.0,209.0,95.3,1.8,5.8,15.6,False,True,False,False,True,False,False,False,False
87.7,90.7,179.0,62.4,2.3,4.5,37.6,False,True,False,False,False,False,False,False,True
88.1,89.5,192.0,111.0,3.0,0.5,24.4,False,False,False,True,False,True,False,False,False
88.4,89.0,183.0,102.0,3.2,0.9,27.6,False,False,False,True,False,True,False,False,False
74.1,76.8,179.0,102.9,3.3,0.2,29.2,False,False,False,True,False,False,False,True,False
70.5,70.7,206.0,144.2,3.7,1.3,16.8,False,False,False,True,False,False,False,True,False
85.0,84.0,192.0,81.0,2.0,0.4,16.4,False,True,False,False,True,False,False,False,False
77.0,78.4,179.0,84.5,1.2,0.6,34.0,False,False,True,False,False,True,False,False,False
82.5,83.4,187.0,55.6,0.9,1.2,17.6,True,False,False,False,False,True,False,False,False
79.4,78.1,186.0,91.0,2.3,2.6,20.8,False,False,True,False,True,False,False,False,False
79.9,79.3,189.0,76.5,3.6,4.7,33.6,False,True,False,False,True,False,False,False,False
94.9,96.2,190.0,117.0,1.5,4.7,15.6,False,False,False,True,True,False,False,False,False
76.7,79.9,171.0,105.7,3.0,0.6,7.2,False,False,False,True,False,False,False,True,False
87.6,85.0,180.0,66.1,3.6,0.6,20.0,False,True,False,False,True,False,False,False,False
79.8,81.0,164.0,59.3,2.2,3.4,31.2,False,True,False,False,False,True,False,False,False
76.7,83.0,180.0,140.9,3.3,4.0,42.4,False,False,False,True,False,False,False,True,False
73.3,78.0,163.0,112.9,3.3,4.7,38.4,False,False,False,True,False,False,True,False,False
86.2,89.4,188.0,56.9,1.4,0.1,10.8,True,False,False,False,False,False,True,False,False
74.5,76.3,184.0,115.5,3.9,1.6,29.2,False,False,False,True,False,True,False,False,False
75.2,76.7,192.0,149.7,2.4,0.5,24.8,False,False,False,True,False,False,True,False,False
79.4,85.8,199.0,80.9,2.8,3.7,23.6,False,True,False,False,False,False,False,False,True
86.5,87.2,175.0,102.7,2.2,1.2,6.8,False,False,False,True,True,False,False,False,False
78.2,83.6,203.0,91.7,2.0,4.3,29.2,False,True,False,False,False,False,False,False,True
75.3,79.4,207.0,59.9,3.6,5.1,53.6,True,False,False,False,False,False,True,False,False
80.8,83.9,179.0,53.7,0.8,0.3,47.2,True,False,False,False,False,True,False,False,False
82.7,85.3,200.0,76.2,3.1,0.3,10.0,False,True,False,False,False,False,False,True,False
83.3,86.0,207.0,64.6,1.4,1.2,24.4,True,False,False,False,False,False,False,True,False
93.2,101.4,176.0,69.9,1.2,1.9,23.6,False,True,False,False,False,False,False,True,False
69.8,75.6,187.0,157.3,2.1,4.5,15.2,False,False,False,True,False,False,True,False,False
69.3,72.0,164.0,55.9,0.9,2.9,32.8,False,True,False,False,False,True,False,False,False
82.7,78.9,183.0,102.6,4.6,0.6,30.4,False,False,False,True,True,False,False,False,False
68.1,75.1,172.0,142.2,1.1,1.8,10.8,False,False,False,True,False,False,False,False,True
74.9,76.6,174.0,76.8,2.4,0.5,35.6,False,False,True,False,False,False,True,False,False
88.7,87.3,175.0,62.3,3.5,0.2,20.4,False,True,False,False,True,False,False,False,False
76.8,82.3,199.0,53.4,2.1,4.6,6.4,True,False,False,False,False,False,False,False,True
76.3,79.8,175.0,125.9,4.6,0.5,20.4,False,False,False,True,False,False,False,True,False
77.4,75.7,199.0,63.4,3.8,4.9,14.4,True,False,False,False,True,False,False,False,False
86.0,86.0,175.0,60.7,1.2,1.0,28.8,False,True,False,False,True,False,False,False,False
77.8,77.9,196.0,84.8,1.8,1.3,7.6,False,True,False,False,False,True,False,False,False
85.8,87.3,186.0,128.9,2.5,5.1,12.0,False,False,False,True,True,False,False,False,False
84.9,87.8,163.0,109.9,4.6,2.6,18.4,False,False,False,True,False,False,False,False,True
82.8,82.1,169.0,91.8,4.2,4.1,14.4,False,False,False,True,True,False,False,False,False
78.5,79.7,184.0,117.7,4.1,4.0,31.6,False,False,False,True,False,True,False,False,False
63.2,65.2,184.0,71.9,1.8,0.8,35.2,False,True,False,False,False,False,True,False,False
74.1,78.6,182.0,54.0,2.6,1.0,22.8,True,False,False,False,False,False,False,True,False
70.5,79.8,158.0,122.3,3.0,5.2,16.0,False,False,False,True,False,False,False,False,True
64.2,69.6,193.0,92.4,1.8,2.4,9.6,False,True,False,False,False,False,False,False,True
77.3,83.7,171.0,85.5,1.7,4.9,36.8,False,False,True,False,False,False,False,True,False
76.2,77.3,192.0,101.6,1.9,4.9,10.8,False,False,True,False,True,False,False,False,False
80.0,85.1,192.0,105.4,1.6,1.4,47.6,False,False,True,False,False,False,False,True,False
78.3,78.6,168.0,128.6,3.3,1.3,32.4,False,False,False,True,True,False,False,False,False
93.2,94.7,170.0,64.2,0.5,0.4,14.4,False,True,False,False,False,True,False,False,False
76.2,81.5,187.0,97.0,0.6,0.8,14.4,False,False,True,False,False,False,False,True,False
88.8,90.5,195.0,95.5,2.0,1.2,34.0,False,False,True,False,False,False,True,False,False
68.0,69.8,195.0,60.9,1.9,0.9,34.4,True,False,False,False,False,False,True,False,False
87.6,92.6,175.0,128.8,2.1,4.1,16.0,False,False,False,True,False,False,False,True,False
86.5,87.5,191.0,67.7,3.4,0.5,6.0,False,True,False,False,False,False,False,True,False
74.6,77.7,182.0,54.7,2.8,1.0,28.0,True,False,False,False,False,False,False,True,False
82.0,83.5,191.0,96.1,3.8,1.2,14.4,False,False,True,False,False,False,False,False,True
78.1,79.6,173.0,113.5,2.8,0.3,12.4,False,False,False,True,True,False,False,False,False
87.7,91.1,201.0,78.3,1.4,1.3,32.0,False,True,False,False,False,False,False,True,False
83.0,85.5,167.0,124.8,2.3,0.6,26.0,False,False,False,True,False,True,False,False,False
75.0,76.8,176.0,89.8,1.4,0.6,7.6,False,False,True,False,False,True,False,False,False
77.3,81.1,184.0,122.6,0.6,0.5,18.4,False,False,False,True,False,True,False,False,False
72.8,75.5,202.0,82.4,3.4,0.9,37.2,False,True,False,False,False,False,True,False,False
66.8,67.4,175.0,62.0,3.2,1.9,24.8,False,True,False,False,False,True,False,False,False
76.0,76.5,159.0,82.3,1.1,0.9,40.0,False,False,False,True,True,False,False,False,False
65.9,69.4,174.0,71.1,0.9,0.7,20.8,False,True,False,False,False,False,True,False,False
85.8,90.1,161.0,146.3,2.5,3.9,44.4,False,False,False,True,True,False,False,False,False
63.0,68.1,155.0,77.3,1.6,1.4,24.8,False,False,False,True,False,False,False,True,False
73.8,75.8,180.0,108.6,2.9,2.2,27.2,False,False,False,True,False,False,True,False,False
80.9,83.3,177.0,84.7,4.0,0.5,51.2,False,False,True,False,False,False,False,True,False
78.7,79.2,183.0,80.9,2.3,1.2,20.0,False,True,False,False,False,True,False,False,False
74.3,75.7,161.0,94.4,1.5,1.8,26.8,False,False,False,True,True,False,False,False,False
76.4,77.3,195.0,105.6,0.9,4.8,31.2,False,False,True,False,True,False,False,False,False
76.5,74.4,188.0,76.0,4.5,4.0,26.4,False,True,False,False,True,False,False,False,False
73.2,78.7,193.0,113.3,1.4,5.0,14.8,False,False,False,True,False,False,False,True,False
80.1,82.5,214.0,116.4,1.3,5.6,26.8,False,False,True,False,False,True,False,False,False
73.6,74.7,165.0,107.7,1.2,0.7,30.8,False,False,False,True,True,False,False,False,False
79.4,84.2,154.0,116.6,3.1,1.3,15.6,False,False,False,True,False,False,False,True,False
75.0,78.8,192.0,84.3,1.8,4.4,35.2,False,True,False,False,False,False,False,True,False
81.1,82.9,187.0,122.4,1.2,1.2,13.2,False,False,False,True,True,False,False,False,False
90.2,96.1,202.0,121.2,0.8,0.7,15.6,False,False,True,False,False,False,False,True,False
86.8,88.8,160.0,108.2,1.2,1.8,23.6,False,False,False,True,True,False,False,False,False
73.2,77.8,179.0,110.4,2.5,2.7,33.6,False,False,False,True,False,False,False,True,False
86.1,92.8,192.0,110.6,1.7,1.3,23.2,False,False,False,True,False,False,False,False,True
80.4,83.5,178.0,55.9,1.1,0.8,31.6,True,False,False,False,False,False,True,False,False
92.2,91.1,179.0,125.7,3.6,3.9,16.4,False,False,False,True,True,False,False,False,False
79.8,80.6,170.0,86.9,1.6,1.8,34.0,False,False,False,True,True,False,False,False,False
88.0,92.5,162.0,94.0,2.8,3.5,28.0,False,False,False,True,False,False,True,False,False
89.3,89.1,162.0,60.9,3.4,4.6,41.6,False,True,False,False,True,False,False,False,False
90.4,88.5,182.0,95.2,4.0,3.3,26.8,False,False,True,False,True,False,False,False,False
66.4,68.8,191.0,91.6,3.4,1.2,13.6,False,False,True,False,False,False,False,False,True
71.4,75.1,167.0,151.3,2.6,4.1,13.6,False,False,False,True,True,False,False,False,False
93.9,96.3,175.0,68.2,1.4,0.8,32.0,False,True,False,False,False,True,False,False,False
85.0,84.9,182.0,90.8,3.5,1.2,37.2,False,False,True,False,True,False,False,False,False
82.5,89.3,160.0,161.7,2.5,0.8,39.6,False,False,False,True,True,False,False,False,False
78.2,80.1,158.0,95.4,1.7,5.8,30.0,False,False,False,True,True,False,False,False,False
78.4,82.7,184.0,116.6,3.5,4.6,17.2,False,False,False,True,False,False,False,False,True
69.9,70.4,165.0,104.4,2.4,0.3,33.6,False,False,False,True,True,False,False,False,False
79.4,80.4,170.0,65.8,3.0,0.2,29.2,False,True,False,False,False,False,True,False,False
87.0,86.4,183.0,74.2,1.8,0.7,16.8,False,True,False,False,True,False,False,False,False
75.6,81.1,180.0,133.8,1.7,1.7,31.2,False,False,False,True,False,False,False,False,True
70.4,70.1,193.0,57.1,3.3,0.7,43.6,True,False,False,False,False,True,False,False,False
72.1,73.2,192.0,118.8,2.8,0.3,33.6,False,False,False,True,False,False,True,False,False
95.0,99.3,173.0,109.9,2.4,0.3,48.0,False,False,False,True,False,False,False,True,False
79.8,85.6,174.0,122.5,1.1,0.7,19.2,False,False,False,True,False,False,False,True,False
77.8,83.3,187.0,102.8,1.7,4.3,16.4,False,False,True,False,False,False,False,True,False
89.5,90.7,173.0,71.9,3.2,5.1,37.6,False,True,False,False,True,False,False,False,False
74.2,77.4,205.0,64.8,1.3,5.5,24.0,True,False,False,False,False,True,False,False,False
78.1,79.4,156.0,115.3,5.1,5.9,40.8,False,False,False,True,True,False,False,False,False
81.7,81.5,172.0,113.0,4.2,2.6,22.0,False,False,False,True,True,False,False,False,False
71.1,78.8,177.0,100.3,1.3,4.1,35.6,False,False,False,True,False,False,False,False,True
66.5,74.6,180.0,101.1,0.5,0.3,25.2,False,False,False,True,False,False,False,False,True
86.6,91.7,184.0,81.4,4.2,5.2,31.6,False,True,False,False,False,False,False,False,True
65.6,67.6,168.0,123.4,0.8,0.3,24.4,False,False,False,True,True,False,False,False,False
72.3,70.9,177.0,88.5,2.6,0.4,18.4,False,False,True,False,True,False,False,False,False
82.0,85.9,167.0,102.1,2.3,1.4,12.0,False,False,False,True,False,False,False,True,False
70.3,80.5,180.0,140.6,1.7,5.9,45.2,False,False,False,True,False,False,False,True,False
75.1,77.6,171.0,68.2,1.0,1.8,38.4,False,True,False,False,False,True,False,False,False
79.5,86.2,200.0,100.8,1.4,0.5,34.0,False,False,True,False,False,False,False,False,True
88.0,90.6,194.0,106.2,1.9,2.1,34.0,False,False,True,False,False,True,False,False,False
75.4,78.0,201.0,83.2,2.7,3.1,35.2,False,True,False,False,False,False,True,False,False
76.4,79.4,174.0,102.9,4.0,4.4,12.4,False,False,False,True,False,False,False,True,False
89.2,89.6,180.0,57.9,3.8,4.6,30.8,True,False,False,False,False,True,False,False,False
83.6,83.8,190.0,78.2,2.8,3.4,21.2,False,True,False,False,False,True,False,False,False
83.1,84.0,195.0,163.5,2.7,1.0,22.8,False,False,False,True,True,False,False,False,False
71.7,71.5,191.0,61.4,2.7,4.0,20.4,True,False,False,False,False,True,False,False,False
91.0,92.6,181.0,57.6,2.9,1.0,44.4,True,False,False,False,False,False,False,True,False
85.8,85.1,185.0,123.7,1.9,0.5,30.0,False,False,False,True,False,False,False,False,False
67.7,75.2,176.0,110.9,1.6,0.4,21.2,False,False,False,True,False,False,False,False,True
87.0,93.8,176.0,144.0,1.0,0.6,34.0,False,False,False,True,False,False,True,False,False
86.5,87.2,176.0,56.1,1.4,4.4,18.8,True,False,False,False,False,False,True,False,False
89.0,90.5,199.0,119.6,2.1,1.9,32.0,False,False,False,True,False,True,False,False,False
87.4,86.8,176.0,74.8,4.5,1.1,51.2,False,True,False,False,True,False,False,False,False
97.1,98.0,173.0,118.6,1.8,0.3,22.8,False,False,False,True,True,False,False,False,False
86.1,88.2,181.0,75.5,3.4,0.4,38.0,False,True,False,False,False,False,True,False,False
97.5,98.5,188.0,76.0,1.4,2.6,23.2,False,True,False,False,True,False,False,False,False
80.6,81.0,165.0,80.5,1.0,0.6,40.0,False,False,True,False,True,False,False,False,False
93.6,94.2,171.0,66.7,0.3,2.1,30.0,False,True,False,False,False,False,False,False,False
87.0,86.5,176.0,78.2,1.3,0.3,34.8,False,False,True,False,True,False,False,False,False
82.1,84.4,197.0,94.7,3.3,0.2,30.8,False,True,False,False,False,False,False,True,False
76.6,82.3,164.0,85.6,1.1,3.1,42.8,False,False,False,True,False,False,True,False,False
89.5,90.0,202.0,76.9,2.0,3.5,8.8,False,True,False,False,True,False,False,False,False
84.7,87.0,189.0,108.2,4.3,4.2,15.2,False,False,False,True,False,False,True,False,False
84.6,88.2,170.0,78.4,1.7,4.6,24.4,False,False,True,False,False,True,False,False,False
89.6,92.0,187.0,112.9,4.3,1.4,25.6,False,False,False,True,False,False,False,True,False
83.4,84.8,169.0,75.1,0.5,1.5,11.2,False,False,True,False,True,False,False,False,False
76.6,81.1,180.0,60.7,1.9,5.7,26.8,False,True,False,False,False,False,True,False,False
84.9,83.4,181.0,52.6,1.9,0.9,10.8,True,False,False,False,True,False,False,False,False
74.7,78.3,198.0,102.0,3.9,0.3,30.0,False,False,True,False,False,False,True,False,False
72.7,75.9,178.0,56.3,3.7,2.8,11.6,True,False,False,False,False,False,False,False,True
79.8,80.6,169.0,69.5,2.6,0.4,33.2,False,True,False,False,False,False,True,False,False
81.6,81.5,181.0,117.8,3.8,5.0,20.4,False,False,False,True,True,False,False,False,False
78.3,76.7,183.0,87.7,5.4,0.3,6.4,False,False,True,False,False,False,False,True,False
77.7,78.4,183.0,109.4,1.5,3.5,22.4,False,False,False,True,True,False,False,False,False
76.0,79.6,179.0,124.3,1.7,0.3,15.2,False,False,False,True,False,False,True,False,False
77.6,79.8,198.0,52.4,1.2,2.5,22.8,True,False,False,False,False,True,False,False,False
77.1,76.0,163.0,93.6,3.8,0.6,29.6,False,False,False,True,True,False,False,False,False
82.4,81.7,167.0,73.5,1.9,4.4,21.2,False,False,True,False,True,False,False,False,False
80.2,80.8,178.0,75.5,3.0,0.6,33.2,False,True,False,False,False,True,False,False,False
87.5,85.7,192.0,102.0,4.1,5.1,18.0,False,False,True,False,False,False,False,False,False
90.1,92.8,201.0,57.9,3.6,0.6,24.4,True,False,False,False,False,True,False,False,False
80.7,80.7,191.0,88.0,1.5,3.5,15.2,False,True,False,False,True,False,False,False,False
70.0,75.1,174.0,122.8,1.1,2.5,21.6,False,False,False,True,False,False,True,False,False
70.4,73.3,162.0,87.2,1.7,4.3,40.8,False,False,False,True,False,True,False,False,False
80.3,82.9,177.0,93.0,4.3,0.3,14.4,False,False,True,False,False,False,False,True,False
80.2,84.6,189.0,124.1,1.6,2.0,44.8,False,False,False,True,False,False,False,True,False
83.4,84.4,182.0,79.4,4.2,0.5,26.0,False,True,False,False,False,False,True,False,False
87.0,90.2,178.0,98.0,3.1,0.2,25.2,False,False,False,True,False,False,True,False,False
83.5,89.8,179.0,113.1,1.9,4.6,36.8,False,False,False,True,False,False,False,True,False
72.7,77.1,183.0,63.9,1.6,0.4,10.8,False,True,False,False,False,False,False,True,False
69.9,73.8,182.0,140.3,2.7,1.8,31.6,False,False,False,True,False,False,True,False,False
81.5,83.8,173.0,122.0,1.0,5.0,29.6,False,False,False,True,True,False,False,False,False
65.3,73.6,169.0,67.9,1.4,1.6,43.6,False,True,False,False,False,False,False,False,True
87.2,88.9,204.0,107.8,2.4,2.5,36.0,False,False,True,False,False,True,False,False,False
85.2,88.5,186.0,95.1,3.7,5.3,34.8,False,False,True,False,False,False,False,True,False
59.6,67.0,192.0,93.9,0.8,0.5,38.8,False,False,True,False,False,False,False,True,False
72.0,72.8,186.0,120.6,1.5,2.4,21.2,False,False,False,True,True,False,False,False,False
93.0,93.4,191.0,132.1,1.4,1.1,16.4,False,False,False,True,True,False,False,False,False
80.8,80.0,214.0,108.9,4.2,2.7,43.2,False,True,False,False,True,False,False,False,False
72.5,71.9,185.0,116.6,4.2,0.8,31.2,False,False,False,True,False,True,False,False,False
93.8,94.0,198.0,78.5,1.8,1.0,25.2,False,True,False,False,True,False,False,False,False
86.7,87.5,176.0,57.9,2.3,1.2,37.6,False,True,False,False,False,True,False,False,False
78.4,77.0,194.0,79.9,4.6,0.4,23.2,False,True,False,False,False,False,True,False,False
86.7,90.4,172.0,60.2,1.8,3.7,44.0,False,True,False,False,False,True,False,False,False
69.6,67.9,169.0,81.2,3.7,5.6,26.0,False,False,True,False,True,False,False,False,False
68.1,71.3,181.0,130.6,1.0,0.9,26.4,False,False,False,True,False,True,False,False,False
63.7,65.4,176.0,65.7,2.8,2.7,28.8,False,True,False,False,False,False,True,False,False
74.0,82.4,164.0,106.2,0.8,0.2,33.6,False,False,False,True,False,False,False,True,False
67.8,69.3,196.0,58.0,3.3,5.2,15.2,True,False,False,False,False,True,False,False,False
72.5,76.8,173.0,55.5,2.3,4.7,17.6,False,True,False,False,False,False,False,False,True
80.9,81.2,191.0,98.1,2.0,2.1,14.4,False,False,True,False,False,True,False,False,False
75.5,79.7,185.0,91.7,4.5,1.2,40.0,False,False,True,False,False,False,False,False,True
72.6,77.8,183.0,58.4,2.9,0.4,21.2,True,False,False,False,False,False,True,False,False
76.0,77.0,189.0,92.8,2.6,5.0,17.6,False,False,True,False,False,False,True,False,False
82.8,82.2,195.0,79.0,3.6,0.8,30.8,False,True,False,False,False,True,False,False,False
81.9,82.2,179.0,84.4,0.4,1.1,10.8,False,False,True,False,False,False,False,False,False
96.4,97.7,189.0,89.6,1.6,3.4,40.0,False,False,True,False,True,False,False,False,False
81.7,85.0,172.0,91.3,1.9,4.5,22.0,False,False,False,True,False,False,True,False,False
84.1,83.3,174.0,84.6,2.1,0.8,26.8,False,False,True,False,False,False,False,False,False
63.1,69.2,199.0,83.7,1.7,3.8,16.4,False,True,False,False,False,False,False,False,True
79.8,81.7,175.0,64.3,1.9,1.9,50.0,False,True,False,False,False,True,False,False,False
73.9,78.1,186.0,140.0,3.8,5.1,22.0,False,False,False,True,False,False,True,False,False
83.8,86.4,183.0,101.7,3.1,1.5,22.0,False,False,False,True,False,False,False,False,True
85.3,86.4,170.0,108.0,1.2,3.2,17.2,False,False,False,True,True,False,False,False,False
74.3,76.3,177.0,61.0,2.1,5.2,19.6,False,True,False,False,False,True,False,False,False
70.3,72.3,184.0,96.5,5.3,0.8,29.2,False,False,True,False,False,False,False,True,False
76.0,82.0,170.0,69.4,0.8,0.8,34.4,False,True,False,False,False,False,False,True,False
74.5,77.4,196.0,98.3,2.6,3.5,20.8,False,False,True,False,False,False,False,True,False
74.4,77.0,171.0,84.7,1.6,4.7,27.2,False,False,True,False,False,False,True,False,False
85.2,87.3,163.0,81.8,1.2,5.6,18.0,False,False,False,True,True,False,False,False,False
82.1,82.9,204.0,67.8,2.1,3.2,48.8,True,False,False,False,True,False,False,False,False
75.9,80.3,167.0,109.9,1.5,4.4,31.6,False,False,False,True,False,False,True,False,False
74.5,74.1,197.0,104.7,2.0,0.8,18.8,False,False,True,False,True,False,False,False,False
92.1,96.8,207.0,143.3,1.6,0.6,30.0,False,False,False,True,False,False,False,True,False
71.3,73.2,195.0,86.9,2.2,4.0,42.0,False,True,False,False,True,False,False,False,False
83.8,85.8,189.0,83.7,2.8,4.2,26.4,False,True,False,False,False,True,False,False,False
83.0,85.4,172.0,74.2,2.1,4.0,10.8,False,False,True,False,False,False,True,False,False
73.5,77.1,172.0,96.1,1.6,5.7,16.4,False,False,False,True,False,False,False,True,False
80.9,79.5,196.0,95.7,2.8,0.2,23.2,False,True,False,False,True,False,False,False,False
73.1,77.1,180.0,92.0,1.1,5.5,26.0,False,False,True,False,False,False,False,False,True
79.4,78.1,208.0,100.7,5.3,3.8,33.6,False,True,False,False,False,True,False,False,False
101.7,101.0,175.0,58.0,3.5,4.2,23.6,False,True,False,False,True,False,False,False,False
86.7,93.6,156.0,129.0,2.0,0.8,15.6,False,False,False,True,False,False,False,True,False
76.8,81.0,167.0,72.0,0.7,2.3,22.0,False,False,True,False,False,True,False,False,False
83.7,85.1,186.0,107.3,0.8,0.7,19.2,False,False,False,True,False,True,False,False,False
81.7,82.4,190.0,82.7,5.3,1.1,42.4,False,True,False,False,False,False,False,True,False
89.9,93.4,205.0,136.2,2.1,4.7,25.2,False,False,False,True,False,False,True,False,False
60.5,63.9,189.0,74.8,1.9,0.7,24.4,False,True,False,False,False,False,False,True,False
60.5,65.0,172.0,102.2,1.0,1.7,42.8,False,False,False,True,False,True,False,False,False
80.9,81.5,191.0,82.5,4.3,1.7,20.8,False,True,False,False,False,False,True,False,False
73.4,74.8,193.0,105.1,1.4,1.2,21.6,False,False,True,False,True,False,False,False,False
82.7,80.3,197.0,123.5,3.7,0.5,29.6,False,False,False,True,True,False,False,False,False
83.9,88.2,187.0,128.1,2.6,0.7,24.8,False,False,False,True,False,False,False,True,False
74.9,77.0,169.0,107.7,3.7,1.8,27.6,False,False,False,True,False,False,True,False,False
74.3,80.7,178.0,65.2,2.3,0.2,50.8,False,True,False,False,False,False,False,True,False
76.7,79.7,190.0,77.2,1.6,0.5,34.0,False,True,False,False,False,False,False,True,False
74.5,78.6,163.0,89.5,3.1,4.1,25.2,False,False,False,True,False,False,False,True,False
64.7,65.6,160.0,135.4,2.9,0.2,20.0,False,False,False,True,True,False,False,False,False
77.5,79.7,177.0,81.9,2.9,5.1,9.2,False,False,True,False,False,False,False,True,False
82.0,81.6,192.0,70.6,1.9,2.8,9.6,False,True,False,False,True,False,False,False,False
83.6,83.8,166.0,77.5,2.8,2.6,12.4,False,False,True,False,False,False,False,True,False
86.8,90.8,185.0,117.5,1.8,4.3,8.0,False,False,False,True,False,False,True,False,False
77.8,81.9,178.0,77.2,1.6,2.0,17.2,False,True,False,False,False,False,True,False,False
78.6,79.5,190.0,111.7,1.2,2.0,23.6,False,False,False,True,True,False,False,False,False
91.9,90.7,191.0,123.3,4.0,5.9,28.8,False,False,False,True,True,False,False,False,False
81.6,84.5,185.0,67.5,1.7,1.2,35.6,False,True,False,False,False,False,False,True,False
72.6,79.6,190.0,83.8,1.5,3.8,31.2,False,True,False,False,False,False,False,True,False
79.6,83.3,177.0,84.9,1.9,4.9,21.2,False,False,True,False,False,True,False,False,False
76.6,80.3,180.0,98.7,1.1,0.8,34.4,False,False,False,True,False,False,True,False,False
