lifespan,mass,exercise,alcohol,sugar,bmi under,bmi over,bmi obese,bmi morbid,smoking few,smoking some,smoking more,smoking alot,smoking most
79.4,65.8,3.0,0.2,29.2,False,True,False,False,False,False,True,False,False
87.0,74.2,1.8,0.7,16.8,False,True,False,False,True,False,False,False,False
75.6,133.8,1.7,1.7,31.2,False,False,False,True,False,False,False,False,True
70.4,57.1,3.3,0.7,43.6,True,False,False,False,False,True,False,False,False
72.1,118.8,2.8,0.3,33.6,False,False,False,True,False,False,True,False,False
95.0,109.9,2.4,0.3,48.0,False,False,False,True,False,False,False,True,False
79.8,122.5,1.1,0.7,19.2,False,False,False,True,False,False,False,True,False
77.8,102.8,1.7,4.3,16.4,False,False,True,False,False,False,False,True,False
89.5,71.9,3.2,5.1,37.6,False,True,False,False,True,False,False,False,False
74.2,64.8,1.3,5.5,24.0,True,False,False,False,False,True,False,False,False
78.1,115.3,5.1,5.9,40.8,False,False,False,True,True,False,False,False,False
81.7,113.0,4.2,2.6,22.0,False,False,False,True,True,False,False,False,False
71.1,100.3,1.3,4.1,35.6,False,False,False,True,False,False,False,False,True
66.5,101.1,0.5,0.3,25.2,False,False,False,True,False,False,False,False,True
86.6,81.4,4.2,5.2,31.6,False,True,False,False,False,False,False,False,True
65.6,123.4,0.8,0.3,24.4,False,False,False,True,True,False,False,False,False
72.3,88.5,2.6,0.4,18.4,False,False,True,False,True,False,False,False,False
82.0,102.1,2.3,1.4,12.0,False,False,False,True,False,False,False,True,False
70.3,140.6,1.7,5.9,45.2,False,False,False,True,False,False,False,True,False
75.1,68.2,1.0,1.8,38.4,False,True,False,False,False,True,False,False,False
79.5,100.8,1.4,0.5,34.0,False,False,True,False,False,False,False,False,True
88.0,106.2,1.9,2.1,34.0,False,False,True,False,False,True,False,False,False
75.4,83.2,2.7,3.1,35.2,False,True,False,False,False,False,True,False,False
76.4,102.9,4.0,4.4,12.4,False,False,False,True,False,False,False,True,False
89.2,57.9,3.8,4.6,30.8,True,False,False,False,False,True,False,False,False
83.6,78.2,2.8,3.4,21.2,False,True,False,False,False,True,False,False,False
83.1,163.5,2.7,1.0,22.8,False,False,False,True,True,False,False,False,False
71.7,61.4,2.7,4.0,20.4,True,False,False,False,False,True,False,False,False
91.0,57.6,2.9,1.0,44.4,True,False,False,False,False,False,False,True,False
85.8,123.7,1.9,0.5,30.0,False,False,False,True,False,False,False,False,False
67.7,110.9,1.6,0.4,21.2,False,False,False,True,False,False,False,False,True
87.0,144.0,1.0,0.6,34.0,False,False,False,True,False,False,True,False,False
86.5,56.1,1.4,4.4,18.8,True,False,False,False,False,False,True,False,False
89.0,119.6,2.1,1.9,32.0,False,False,False,True,False,True,False,False,False
87.4,74.8,4.5,1.1,51.2,False,True,False,False,True,False,False,False,False
97.1,118.6,1.8,0.3,22.8,False,False,False,True,True,False,False,False,False
86.1,75.5,3.4,0.4,38.0,False,True,False,False,False,False,True,False,False
97.5,76.0,1.4,2.6,23.2,False,True,False,False,True,False,False,False,False
80.6,80.5,1.0,0.6,40.0,False,False,True,False,True,False,False,False,False
93.6,66.7,0.3,2.1,30.0,False,True,False,False,False,False,False,False,False
87.0,78.2,1.3,0.3,34.8,False,False,True,False,True,False,False,False,False
82.1,94.7,3.3,0.2,30.8,False,True,False,False,False,False,False,True,False
76.6,85.6,1.1,3.1,42.8,False,False,False,True,False,False,True,False,False
89.5,76.9,2.0,3.5,8.8,False,True,False,False,True,False,False,False,False
84.7,108.2,4.3,4.2,15.2,False,False,False,True,False,False,True,False,False
84.6,78.4,1.7,4.6,24.4,False,False,True,False,False,True,False,False,False
89.6,112.9,4.3,1.4,25.6,False,False,False,True,False,False,False,True,False
83.4,75.1,0.5,1.5,11.2,False,False,True,False,True,False,False,False,False
76.6,60.7,1.9,5.7,26.8,False,True,False,False,False,False,True,False,False
84.9,52.6,1.9,0.9,10.8,True,False,False,False,True,False,False,False,False
74.7,102.0,3.9,0.3,30.0,False,False,True,False,False,False,True,False,False
72.7,56.3,3.7,2.8,11.6,True,False,False,False,False,False,False,False,True
79.8,69.5,2.6,0.4,33.2,False,True,False,False,False,False,True,False,False
81.6,117.8,3.8,5.0,20.4,False,False,False,True,True,False,False,False,False
78.3,87.7,5.4,0.3,6.4,False,False,True,False,False,False,False,True,False
77.7,109.4,1.5,3.5,22.4,False,False,False,True,True,False,False,False,False
76.0,124.3,1.7,0.3,15.2,False,False,False,True,False,False,True,False,False
77.6,52.4,1.2,2.5,22.8,True,False,False,False,False,True,False,False,False
77.1,93.6,3.8,0.6,29.6,False,False,False,True,True,False,False,False,False
82.4,73.5,1.9,4.4,21.2,False,False,True,False,True,False,False,False,False
80.2,75.5,3.0,0.6,33.2,False,True,False,False,False,True,False,False,False
87.5,102.0,4.1,5.1,18.0,False,False,True,False,False,False,False,False,False
90.1,57.9,3.6,0.6,24.4,True,False,False,False,False,True,False,False,False
80.7,88.0,1.5,3.5,15.2,False,True,False,False,True,False,False,False,False
70.0,122.8,1.1,2.5,21.6,False,False,False,True,False,False,True,False,False
70.4,87.2,1.7,4.3,40.8,False,False,False,True,False,True,False,False,False
80.3,93.0,4.3,0.3,14.4,False,False,True,False,False,False,False,True,False
80.2,124.1,1.6,2.0,44.8,False,False,False,True,False,False,False,True,False
83.4,79.4,4.2,0.5,26.0,False,True,False,False,False,False,True,False,False
87.0,98.0,3.1,0.2,25.2,False,False,False,True,False,False,True,False,False
83.5,113.1,1.9,4.6,36.8,False,False,False,True,False,False,False,True,False
72.7,63.9,1.6,0.4,10.8,False,True,False,False,False,False,False,True,False
69.9,140.3,2.7,1.8,31.6,False,False,False,True,False,False,True,False,False
81.5,122.0,1.0,5.0,29.6,False,False,False,True,True,False,False,False,False
65.3,67.9,1.4,1.6,43.6,False,True,False,False,False,False,False,False,True
87.2,107.8,2.4,2.5,36.0,False,False,True,False,False,True,False,False,False
85.2,95.1,3.7,5.3,34.8,False,False,True,False,False,False,False,True,False
59.6,93.9,0.8,0.5,38.8,False,False,True,False,False,False,False,True,False
72.0,120.6,1.5,2.4,21.2,False,False,False,True,True,False,False,False,False
93.0,132.1,1.4,1.1,16.4,False,False,False,True,True,False,False,False,False
80.8,108.9,4.2,2.7,43.2,False,True,False,False,True,False,False,False,False
72.5,116.6,4.2,0.8,31.2,False,False,False,True,False,True,False,False,False
93.8,78.5,1.8,1.0,25.2,False,True,False,False,True,False,False,False,False
86.7,57.9,2.3,1.2,37.6,False,True,False,False,False,True,False,False,False
78.4,79.9,4.6,0.4,23.2,False,True,False,False,False,False,True,False,False
86.7,60.2,1.8,3.7,44.0,False,True,False,False,False,True,False,False,False
69.6,81.2,3.7,5.6,26.0,False,False,True,False,True,False,False,False,False
68.1,130.6,1.0,0.9,26.4,False,False,False,True,False,True,False,False,False
63.7,65.7,2.8,2.7,28.8,False,True,False,False,False,False,True,False,False
74.0,106.2,0.8,0.2,33.6,False,False,False,True,False,False,False,True,False
67.8,58.0,3.3,5.2,15.2,True,False,False,False,False,True,False,False,False
72.5,55.5,2.3,4.7,17.6,False,True,False,False,False,False,False,False,True
80.9,98.1,2.0,2.1,14.4,False,False,True,False,False,True,False,False,False
75.5,91.7,4.5,1.2,40.0,False,False,True,False,False,False,False,False,True
72.6,58.4,2.9,0.4,21.2,True,False,False,False,False,False,True,False,False
76.0,92.8,2.6,5.0,17.6,False,False,True,False,False,False,True,False,False
82.8,79.0,3.6,0.8,30.8,False,True,False,False,False,True,False,False,False
81.9,84.4,0.4,1.1,10.8,False,False,True,False,False,False,False,False,False
96.4,89.6,1.6,3.4,40.0,False,False,True,False,True,False,False,False,False
81.7,91.3,1.9,4.5,22.0,False,False,False,True,False,False,True,False,False
84.1,84.6,2.1,0.8,26.8,False,False,True,False,False,False,False,False,False
63.1,83.7,1.7,3.8,16.4,False,True,False,False,False,False,False,False,True
79.8,64.3,1.9,1.9,50.0,False,True,False,False,False,True,False,False,False
73.9,140.0,3.8,5.1,22.0,False,False,False,True,False,False,True,False,False
83.8,101.7,3.1,1.5,22.0,False,False,False,True,False,False,False,False,True
85.3,108.0,1.2,3.2,17.2,False,False,False,True,True,False,False,False,False
74.3,61.0,2.1,5.2,19.6,False,True,False,False,False,True,False,False,False
70.3,96.5,5.3,0.8,29.2,False,False,True,False,False,False,False,True,False
76.0,69.4,0.8,0.8,34.4,False,True,False,False,False,False,False,True,False
74.5,98.3,2.6,3.5,20.8,False,False,True,False,False,False,False,True,False
74.4,84.7,1.6,4.7,27.2,False,False,True,False,False,False,True,False,False
85.2,81.8,1.2,5.6,18.0,False,False,False,True,True,False,False,False,False
82.1,67.8,2.1,3.2,48.8,True,False,False,False,True,False,False,False,False
75.9,109.9,1.5,4.4,31.6,False,False,False,True,False,False,True,False,False
74.5,104.7,2.0,0.8,18.8,False,False,True,False,True,False,False,False,False
92.1,143.3,1.6,0.6,30.0,False,False,False,True,False,False,False,True,False
71.3,86.9,2.2,4.0,42.0,False,True,False,False,True,False,False,False,False
83.8,83.7,2.8,4.2,26.4,False,True,False,False,False,True,False,False,False
83.0,74.2,2.1,4.0,10.8,False,False,True,False,False,False,True,False,False
73.5,96.1,1.6,5.7,16.4,False,False,False,True,False,False,False,True,False
80.9,95.7,2.8,0.2,23.2,False,True,False,False,True,False,False,False,False
73.1,92.0,1.1,5.5,26.0,False,False,True,False,False,False,False,False,True
79.4,100.7,5.3,3.8,33.6,False,True,False,False,False,True,False,False,False
101.7,58.0,3.5,4.2,23.6,False,True,False,False,True,False,False,False,False
86.7,129.0,2.0,0.8,15.6,False,False,False,True,False,False,False,True,False
76.8,72.0,0.7,2.3,22.0,False,False,True,False,False,True,False,False,False
83.7,107.3,0.8,0.7,19.2,False,False,False,True,False,True,False,False,False
81.7,82.7,5.3,1.1,42.4,False,True,False,False,False,False,False,True,False
89.9,136.2,2.1,4.7,25.2,False,False,False,True,False,False,True,False,False
60.5,74.8,1.9,0.7,24.4,False,True,False,False,False,False,False,True,False
60.5,102.2,1.0,1.7,42.8,False,False,False,True,False,True,False,False,False
80.9,82.5,4.3,1.7,20.8,False,True,False,False,False,False,True,False,False
73.4,105.1,1.4,1.2,21.6,False,False,True,False,True,False,False,False,False
82.7,123.5,3.7,0.5,29.6,False,False,False,True,True,False,False,False,False
83.9,128.1,2.6,0.7,24.8,False,False,False,True,False,False,False,True,False
74.9,107.7,3.7,1.8,27.6,False,False,False,True,False,False,True,False,False
74.3,65.2,2.3,0.2,50.8,False,True,False,False,False,False,False,True,False
76.7,77.2,1.6,0.5,34.0,False,True,False,False,False,False,False,True,False
74.5,89.5,3.1,4.1,25.2,False,False,False,True,False,False,False,True,False
64.7,135.4,2.9,0.2,20.0,False,False,False,True,True,False,False,False,False
77.5,81.9,2.9,5.1,9.2,False,False,True,False,False,False,False,True,False
82.0,70.6,1.9,2.8,9.6,False,True,False,False,True,False,False,False,False
83.6,77.5,2.8,2.6,12.4,False,False,True,False,False,False,False,True,False
86.8,117.5,1.8,4.3,8.0,False,False,False,True,False,False,True,False,False
77.8,77.2,1.6,2.0,17.2,False,True,False,False,False,False,True,False,False
78.6,111.7,1.2,2.0,23.6,False,False,False,True,True,False,False,False,False
91.9,123.3,4.0,5.9,28.8,False,False,False,True,True,False,False,False,False
81.6,67.5,1.7,1.2,35.6,False,True,False,False,False,False,False,True,False
72.6,83.8,1.5,3.8,31.2,False,True,False,False,False,False,False,True,False
79.6,84.9,1.9,4.9,21.2,False,False,True,False,False,True,False,False,False
76.6,98.7,1.1,0.8,34.4,False,False,False,True,False,False,True,False,False
93.0,80.7,4.3,0.4,21.2,False,True,False,False,True,False,False,False,False
79.8,95.5,2.2,0.6,32.8,False,True,False,False,False,True,False,False,False
72.6,73.7,1.6,4.4,23.6,False,True,False,False,False,False,True,False,False
79.3,75.8,2.8,1.3,44.4,False,True,False,False,True,False,False,False,False
79.8,89.8,1.5,0.9,45.6,False,False,False,True,True,False,False,False,False
90.7,65.0,2.8,1.1,34.0,True,False,False,False,False,False,False,True,False
87.2,83.6,1.5,4.3,48.8,False,False,True,False,False,False,True,False,False
72.0,82.3,2.0,4.8,26.8,False,True,False,False,False,True,False,False,False
76.1,92.3,1.7,5.8,25.6,False,False,True,False,False,True,False,False,False
87.0,78.8,1.8,2.6,30.4,False,True,False,False,False,True,False,False,False
83.0,137.1,1.7,4.5,13.2,False,False,False,True,False,False,False,True,False
81.9,73.9,4.6,0.5,33.2,False,True,False,False,False,False,True,False,False
75.8,113.9,3.5,3.2,16.4,False,False,False,True,False,False,False,True,False
78.8,82.4,3.2,1.3,24.4,False,False,True,False,False,False,False,True,False
82.8,64.0,3.5,0.2,14.4,True,False,False,False,False,True,False,False,False
62.7,74.9,1.1,4.2,28.0,False,True,False,False,False,True,False,False,False
87.0,74.9,1.3,2.5,45.2,True,False,False,False,False,False,True,False,False
78.2,138.0,2.5,0.1,10.8,False,False,False,True,False,True,False,False,False
62.9,158.9,0.1,4.9,34.4,False,False,False,True,False,False,False,False,True
80.2,143.2,2.9,0.7,18.8,False,False,False,True,False,False,False,True,False
68.4,112.8,1.9,4.9,40.4,False,False,True,False,False,False,True,False,False
94.7,105.9,4.3,4.7,22.8,False,False,False,True,True,False,False,False,False
80.6,93.2,1.6,2.5,23.6,False,False,True,False,False,True,False,False,False
76.4,54.7,3.8,1.2,21.2,True,False,False,False,True,False,False,False,False
73.6,128.5,3.4,4.4,20.0,False,False,True,False,False,False,True,False,False
79.5,98.5,3.0,3.1,33.6,False,False,True,False,False,True,False,False,False
75.1,78.8,1.9,4.6,22.4,False,False,True,False,True,False,False,False,False
82.0,132.4,2.7,0.2,19.6,False,False,False,True,False,False,False,True,False
76.3,72.5,2.6,4.3,36.8,True,False,False,False,True,False,False,False,False
81.1,95.1,1.0,4.4,19.2,False,False,True,False,False,False,False,True,False
81.4,69.4,1.5,1.0,19.2,False,True,False,False,False,False,True,False,False
86.1,98.2,2.4,0.9,16.4,False,False,True,False,False,False,False,True,False
82.7,74.8,2.6,1.0,19.2,False,True,False,False,True,False,False,False,False
73.1,92.0,1.8,0.3,19.6,False,False,True,False,False,False,False,False,True
78.7,119.5,1.3,4.6,24.0,False,False,False,True,True,False,False,False,False
89.2,89.6,2.9,2.8,30.4,False,True,False,False,False,True,False,False,False
68.7,66.2,4.8,1.8,44.4,False,True,False,False,True,False,False,False,False
82.7,134.4,3.5,1.9,46.4,False,False,False,True,False,True,False,False,False
71.0,129.7,2.1,4.9,24.0,False,False,False,True,False,False,False,True,False
88.2,56.6,3.2,1.6,22.0,False,True,False,False,False,True,False,False,False
84.1,94.5,4.2,3.9,38.8,False,False,False,True,False,False,False,False,True
87.7,67.6,0.1,0.8,26.0,False,True,False,False,True,False,False,False,False
76.6,64.4,0.6,2.8,37.6,False,True,False,False,False,False,False,True,False
82.5,51.9,1.3,3.2,36.8,True,False,False,False,False,False,False,True,False
78.3,105.5,4.6,4.5,14.0,False,False,True,False,True,False,False,False,False
77.1,163.1,4.5,2.9,22.8,False,False,False,True,False,False,False,True,False
85.4,84.5,0.9,1.3,16.8,False,False,False,True,True,False,False,False,False
78.9,73.0,0.7,5.1,29.2,False,True,False,False,False,False,False,True,False
75.1,134.1,1.6,1.8,27.6,False,False,False,True,False,True,False,False,False
79.5,80.0,2.3,0.8,12.0,False,True,False,False,False,True,False,False,False
83.7,65.2,3.9,1.6,32.0,False,True,False,False,True,False,False,False,False
87.7,81.1,3.7,2.7,45.2,False,True,False,False,False,False,True,False,False
90.4,60.2,2.9,0.2,22.4,False,True,False,False,True,False,False,False,False
85.1,107.5,0.7,2.8,48.8,False,True,False,False,False,True,False,False,False
78.3,101.3,0.2,5.4,25.6,False,False,False,True,False,False,False,True,False
78.2,68.6,0.2,0.5,21.2,False,False,True,False,True,False,False,False,False
90.9,135.6,3.6,2.1,18.8,False,False,False,True,True,False,False,False,False
72.1,76.3,2.1,1.8,34.4,False,True,False,False,False,True,False,False,False
87.0,101.5,3.8,0.6,20.8,False,False,False,True,True,False,False,False,False
75.6,88.3,2.2,4.1,27.2,False,False,True,False,True,False,False,False,False
80.7,84.4,1.4,0.7,53.2,False,True,False,False,False,False,False,False,True
75.8,52.3,3.4,2.6,25.6,True,False,False,False,False,False,True,False,False
87.7,84.3,3.3,4.4,21.6,False,False,True,False,False,True,False,False,False
90.2,81.2,2.7,5.2,17.2,False,False,True,False,False,False,False,True,False
74.7,64.6,4.4,0.0,30.0,True,False,False,False,False,True,False,False,False
83.9,86.1,1.7,0.4,19.6,False,False,False,True,False,False,False,True,False
75.4,100.7,2.8,0.0,8.8,False,False,False,True,False,False,False,True,False
74.8,66.2,0.5,5.6,34.0,False,True,False,False,True,False,False,False,False
75.8,60.9,0.4,2.2,11.2,False,True,False,False,False,True,False,False,False
81.1,88.0,4.0,0.3,9.2,False,False,True,False,False,False,False,True,False
79.4,80.9,1.3,0.3,21.2,False,True,False,False,False,False,False,False,True
71.7,93.1,1.4,0.4,20.0,False,True,False,False,False,False,False,True,False
97.8,111.1,2.5,1.1,15.2,False,False,False,True,True,False,False,False,False
81.2,59.5,1.7,0.4,13.6,True,False,False,False,True,False,False,False,False
97.4,88.0,4.3,3.6,44.4,False,True,False,False,True,False,False,False,False
78.4,92.6,2.7,6.0,46.4,False,False,True,False,False,False,True,False,False
74.7,53.1,1.4,0.4,41.2,True,False,False,False,False,True,False,False,False
79.4,91.4,2.3,2.5,38.0,False,True,False,False,False,False,False,False,True
81.0,125.5,2.6,1.3,20.0,False,False,True,False,False,True,False,False,False
84.1,78.0,1.0,0.2,36.4,False,False,True,False,False,True,False,False,False
78.2,113.1,3.8,3.7,3.2,False,False,False,True,False,False,False,True,False
78.1,62.7,0.8,5.2,18.4,True,False,False,False,False,False,True,False,False
77.3,121.4,4.4,4.0,22.8,False,False,False,True,True,False,False,False,False
79.2,92.1,3.8,0.8,30.8,False,True,False,False,True,False,False,False,False
82.0,143.2,3.4,1.6,24.4,False,False,False,True,False,False,True,False,False
76.0,120.3,1.1,0.3,13.2,False,False,False,True,False,False,False,True,False
76.4,130.4,3.5,3.2,45.6,False,False,False,True,False,False,True,False,False
80.3,115.9,5.2,5.3,6.0,False,False,False,True,False,True,False,False,False
75.6,83.7,1.6,0.4,24.4,False,False,False,True,True,False,False,False,False
63.4,156.7,2.6,5.2,20.8,False,False,False,True,False,False,False,True,False
79.7,60.6,2.2,5.4,28.0,True,False,False,False,False,False,True,False,False
79.2,84.6,2.5,3.5,45.2,False,False,True,False,False,False,False,True,False
81.5,58.9,1.3,4.1,25.6,True,False,False,False,False,True,False,False,False
60.9,105.9,1.2,0.6,28.4,False,False,False,True,False,False,False,True,False
81.6,59.3,4.3,1.4,27.2,True,False,False,False,False,False,False,True,False
74.7,105.9,3.9,4.0,44.8,False,False,True,False,False,False,True,False,False
64.3,50.9,3.2,0.1,26.4,True,False,False,False,False,False,False,True,False
82.4,67.6,4.8,0.7,34.4,True,False,False,False,False,False,True,False,False
85.2,98.2,2.4,0.6,29.2,False,False,False,True,False,False,False,True,False
78.3,87.3,2.0,0.6,17.2,False,True,False,False,True,False,False,False,False
73.8,128.5,1.2,1.3,30.4,False,False,False,True,False,False,True,False,False
86.4,159.6,1.1,2.0,40.8,False,False,False,True,True,False,False,False,False
94.0,55.6,1.2,0.5,6.0,True,False,False,False,False,False,False,False,True
81.1,100.1,5.4,0.6,10.8,False,False,True,False,False,False,False,True,False
70.2,130.6,2.9,2.0,38.8,False,False,False,True,False,False,False,True,False
65.1,52.6,1.8,1.0,31.6,True,False,False,False,False,True,False,False,False
80.0,132.1,1.4,0.1,36.4,False,False,False,True,False,False,False,True,False
64.6,136.0,1.7,5.8,46.8,False,False,False,True,False,False,True,False,False
90.8,99.1,2.8,4.3,28.0,False,False,False,True,False,True,False,False,False
75.6,86.7,2.7,0.3,28.4,False,True,False,False,True,False,False,False,False
76.0,97.6,1.4,0.7,29.2,False,False,True,False,False,False,False,True,False
77.0,54.9,3.0,0.3,30.0,True,False,False,False,False,True,False,False,False
81.5,94.4,4.5,5.1,23.6,False,False,True,False,False,False,False,True,False
81.4,81.4,4.8,4.2,8.0,False,False,True,False,False,True,False,False,False
75.4,125.8,1.7,2.8,12.0,False,False,False,True,False,True,False,False,False
67.0,95.7,3.9,0.2,23.6,False,False,False,True,False,False,False,False,True
78.4,79.1,1.1,4.8,29.2,False,True,False,False,False,False,False,True,False
83.1,69.4,1.5,2.2,14.8,False,True,False,False,True,False,False,False,False
86.9,51.0,0.8,2.1,31.6,True,False,False,False,False,False,False,False,True
87.2,77.1,1.6,3.0,32.0,False,False,True,False,False,False,True,False,False
74.1,108.6,4.4,0.6,41.6,False,False,True,False,False,True,False,False,False
86.7,127.4,3.3,1.4,13.2,False,False,False,True,False,False,True,False,False
88.6,85.1,3.2,5.0,41.6,False,True,False,False,True,False,False,False,False
73.4,104.8,0.8,1.7,32.8,False,False,True,False,True,False,False,False,False
79.4,66.5,1.9,3.2,22.8,False,True,False,False,True,False,False,False,False
66.2,76.5,2.0,1.3,16.4,False,True,False,False,False,True,False,False,False
72.5,106.0,4.3,2.2,12.0,False,False,True,False,True,False,False,False,False
75.3,80.9,4.6,0.5,22.4,False,True,False,False,False,False,False,False,True
89.2,56.7,2.4,3.7,14.0,True,False,False,False,False,False,False,True,False
90.6,55.4,0.8,2.3,5.2,True,False,False,False,False,True,False,False,False
81.0,120.0,0.9,5.9,15.2,False,False,False,True,True,False,False,False,False
87.2,108.6,3.3,4.5,19.2,False,False,False,True,True,False,False,False,False
89.4,89.2,2.6,1.2,30.8,False,False,True,False,True,False,False,False,False
73.6,63.7,2.8,2.8,17.6,False,True,False,False,False,False,True,False,False
63.4,130.1,2.3,0.2,14.4,False,False,False,True,False,False,True,False,False
81.4,114.4,2.7,1.3,9.6,False,True,False,False,False,True,False,False,False
85.6,66.3,1.2,2.7,22.8,False,True,False,False,True,False,False,False,False
72.8,94.5,0.4,1.9,30.8,False,True,False,False,True,False,False,False,False
78.2,80.7,1.3,1.7,33.6,False,False,True,False,True,False,False,False,False
72.8,89.5,1.0,1.9,36.8,False,False,True,False,False,True,False,False,False
92.0,90.7,2.5,0.8,46.8,False,False,True,False,True,False,False,False,False
79.3,77.8,3.2,0.7,32.4,False,False,True,False,False,True,False,False,False
79.4,111.6,3.4,1.2,23.6,False,False,False,True,False,False,False,False,True
91.0,106.2,2.7,4.7,15.6,False,False,False,True,True,False,False,False,False
74.1,102.2,2.2,1.4,20.4,False,False,True,False,False,True,False,False,False
69.5,87.1,2.4,0.2,35.2,False,False,True,False,False,False,True,False,False
79.2,87.2,1.4,5.7,28.4,False,False,False,True,False,False,True,False,False
87.0,101.6,4.5,0.1,24.0,False,False,True,False,True,False,False,False,False
85.9,86.8,2.8,1.2,33.6,False,False,True,False,False,True,False,False,False
78.1,128.7,5.0,5.0,11.2,False,False,False,True,False,False,False,True,False
88.9,105.9,1.2,4.3,28.4,False,False,False,True,False,True,False,False,False
79.2,96.8,3.2,2.3,35.6,False,False,True,False,True,False,False,False,False
73.9,82.1,1.4,3.8,42.8,False,False,True,False,False,False,True,False,False
73.3,95.7,1.9,0.2,22.0,False,False,False,True,False,False,False,False,True
70.9,80.4,3.4,4.3,24.8,False,False,False,True,False,False,False,True,False
81.5,85.4,2.6,0.7,29.6,False,False,False,True,False,True,False,False,False
80.3,128.2,3.2,0.4,24.4,False,False,False,True,False,False,False,True,False
74.9,91.5,3.9,0.2,6.4,False,False,False,True,False,False,True,False,False
79.9,58.3,3.7,6.0,10.0,True,False,False,False,False,True,False,False,False
94.0,113.4,3.4,0.6,37.2,False,False,True,False,False,False,True,False,False
92.5,82.1,1.5,4.3,11.2,False,False,True,False,True,False,False,False,False
74.8,65.0,1.3,1.4,12.4,False,True,False,False,False,False,True,False,False
77.8,145.0,1.6,0.2,29.2,False,False,False,True,True,False,False,False,False
71.2,81.7,0.7,5.0,16.0,False,True,False,False,False,False,False,True,False
75.6,91.4,1.4,4.5,26.8,False,False,False,True,True,False,False,False,False
78.9,105.4,2.4,3.7,41.2,False,False,False,True,False,False,True,False,False
101.1,76.3,1.8,1.7,16.4,False,True,False,False,True,False,False,False,False
90.9,89.5,1.7,2.3,11.6,False,True,False,False,True,False,False,False,False
75.7,112.3,1.9,2.1,20.8,False,False,False,True,False,True,False,False,False
92.1,135.2,3.0,1.4,35.6,False,False,False,True,True,False,False,False,False
64.6,119.7,1.2,3.2,26.8,False,False,False,True,False,False,False,False,True
76.7,97.2,3.0,3.5,42.4,False,True,False,False,False,False,False,False,True
70.7,115.8,2.4,1.8,20.4,False,False,False,True,False,False,True,False,False
82.8,65.5,1.3,5.9,26.0,True,False,False,False,False,True,False,False,False
90.5,82.2,3.4,0.2,29.2,False,False,True,False,True,False,False,False,False
93.2,124.3,1.0,0.7,43.2,False,False,False,True,True,False,False,False,False
74.7,138.3,3.1,0.4,15.2,False,False,False,True,False,False,True,False,False
77.2,152.3,1.4,0.9,6.0,False,False,False,True,False,False,False,False,True
76.2,63.3,2.5,0.3,29.6,True,False,False,False,False,True,False,False,False
70.8,72.7,2.1,2.0,42.8,True,False,False,False,False,False,False,True,False
72.3,129.7,1.5,4.3,11.6,False,False,False,True,False,False,True,False,False
88.9,120.3,2.9,0.1,37.6,False,False,False,True,False,True,False,False,False
95.9,121.4,1.3,2.2,24.8,False,False,False,True,False,False,False,False,False
63.8,99.9,0.5,2.2,14.8,False,True,False,False,True,False,False,False,False
83.6,74.2,3.3,0.5,35.6,False,True,False,False,False,False,False,False,True
69.1,108.0,4.1,4.3,34.0,False,False,True,False,False,False,True,False,False
69.4,59.5,4.6,1.3,12.8,True,False,False,False,False,False,False,True,False
82.3,94.3,4.5,0.4,33.6,False,False,False,True,True,False,False,False,False
69.5,79.2,0.9,0.1,15.2,False,False,True,False,False,False,True,False,False
96.2,79.2,4.3,2.0,8.8,False,True,False,False,True,False,False,False,False
79.0,72.0,1.9,0.8,13.2,False,False,True,False,True,False,False,False,False
66.6,136.8,2.3,0.8,23.6,False,False,False,True,False,False,False,True,False
78.8,69.0,1.2,5.7,13.2,False,True,False,False,False,False,False,True,False
74.7,74.2,1.7,5.0,35.6,False,True,False,False,False,False,True,False,False
73.4,65.8,3.6,5.7,23.6,True,False,False,False,False,False,True,False,False
86.2,88.5,2.6,3.4,33.6,False,False,True,False,True,False,False,False,False
67.8,101.4,1.8,0.5,27.6,False,False,True,False,False,True,False,False,False
101.7,130.0,4.1,5.1,22.0,False,False,False,True,True,False,False,False,False
80.7,126.4,2.8,0.6,32.8,False,False,False,True,False,False,False,False,False
83.2,131.4,3.8,1.4,43.6,False,False,False,True,False,True,False,False,False
77.6,111.3,1.6,2.1,8.4,False,False,True,False,True,False,False,False,False
77.8,61.3,0.6,4.5,39.6,False,True,False,False,False,True,False,False,False
93.0,81.5,3.9,4.9,9.2,False,False,True,False,True,False,False,False,False
79.6,69.4,1.4,0.6,29.6,False,True,False,False,True,False,False,False,False
77.2,109.6,1.2,0.8,34.4,False,False,False,True,False,True,False,False,False
75.5,50.3,1.9,1.3,8.0,True,False,False,False,False,True,False,False,False
87.2,106.1,3.1,0.4,27.2,False,False,True,False,True,False,False,False,False
68.2,91.6,1.3,4.9,10.8,False,True,False,False,False,False,True,False,False
80.9,111.9,0.4,5.4,21.6,False,False,False,True,False,False,False,True,False
66.6,75.4,2.0,3.2,16.0,False,True,False,False,False,False,True,False,False
101.6,54.6,2.5,1.2,17.2,True,False,False,False,True,False,False,False,False
84.1,51.9,0.4,4.0,39.2,True,False,False,False,True,False,False,False,False
96.5,95.2,5.4,2.1,22.0,False,False,True,False,True,False,False,False,False
81.8,128.8,3.4,6.0,32.8,False,False,False,True,False,False,False,True,False
79.2,143.5,2.7,4.6,9.2,False,False,False,True,True,False,False,False,False
