dif_lifespan,mass,exercise,smoking,alcohol,sugar
-2.200000000000003,95.4,1.7,9.7,0.7,35.6
0.6999999999999886,106.9,3.9,6.0,1.9,25.6
-3.1999999999999886,62.0,2.3,17.3,0.7,9.2
-2.5999999999999943,109.0,4.2,15.2,4.4,36.4
-7.099999999999994,101.5,1.5,14.3,5.5,47.2
0.7000000000000028,68.6,2.5,0.7,3.7,6.8
0.20000000000000284,76.3,1.7,0.1,1.5,42.0
-4.5,56.8,3.3,17.9,1.1,23.2
-2.6000000000000085,59.9,2.2,14.3,0.9,23.6
1.5,67.2,2.5,1.1,0.8,13.2
-3.4000000000000057,97.9,3.6,13.1,3.9,29.2
-0.7999999999999972,114.8,3.8,4.7,0.5,23.2
1.6000000000000085,73.1,2.4,0.4,0.5,12.8
-0.7000000000000028,128.0,1.7,0.1,4.9,20.0
-4.799999999999997,75.2,1.9,19.6,0.8,26.4
-0.20000000000000284,67.4,4.3,9.3,3.6,9.2
-6.400000000000006,137.6,1.5,18.2,0.5,25.6
-4.0,100.5,0.3,10.3,0.5,25.2
-1.7000000000000028,95.9,3.9,7.7,5.2,7.6
-1.8000000000000114,71.2,2.5,16.2,0.2,30.0
-0.6000000000000085,100.0,1.7,2.6,4.2,32.0
-0.6000000000000085,93.5,4.0,10.2,0.3,8.0
1.5999999999999943,88.5,3.8,0.9,3.8,10.8
-2.3000000000000114,71.8,1.6,11.6,0.4,33.6
-0.7999999999999972,107.2,2.3,3.9,2.8,20.4
-3.799999999999997,87.7,4.1,20.0,0.9,20.4
-2.200000000000003,73.4,3.2,21.6,1.1,8.0
-1.2999999999999972,107.0,1.6,4.4,0.6,30.4
-6.799999999999997,102.2,1.1,16.0,4.6,14.4
-3.4000000000000057,60.4,1.0,18.4,2.3,27.2
-4.099999999999994,89.2,0.6,9.8,1.1,20.0
0.6999999999999886,108.6,1.6,0.1,0.4,9.2
-0.09999999999999432,73.6,1.8,7.4,1.1,15.2
-1.7000000000000028,145.8,2.8,0.1,4.5,20.8
-2.9000000000000057,121.9,2.7,14.5,0.6,15.6
-5.5,67.0,1.7,20.4,4.8,36.4
-2.299999999999997,105.1,0.6,13.4,1.0,48.4
-1.2000000000000028,75.0,1.9,10.1,0.7,28.0
-2.200000000000003,106.2,2.0,10.6,0.7,5.6
-1.5,124.8,1.3,0.3,6.0,14.4
-0.4000000000000057,73.2,1.3,0.9,5.7,28.0
0.7000000000000028,133.7,4.0,1.8,0.5,33.6
-1.0,62.7,2.4,0.8,5.1,22.4
-6.800000000000011,91.7,0.6,21.0,1.0,52.4
-4.900000000000006,111.6,1.3,18.4,3.4,18.4
2.0,83.9,2.9,0.0,3.3,15.2
1.0,62.2,5.2,8.2,1.8,7.2
-1.5,87.1,4.0,5.4,5.3,13.6
-5.1000000000000085,98.3,2.1,20.2,5.3,14.0
-0.5,127.1,3.5,10.8,0.4,20.0
-1.5,99.0,1.7,10.1,0.5,32.0
-6.300000000000011,109.9,1.2,18.2,0.5,20.8
-1.5,53.6,1.1,4.7,3.1,24.8
-1.7999999999999972,141.2,0.5,0.6,0.7,25.6
2.0999999999999943,63.4,4.3,3.1,1.4,27.2
-5.299999999999997,122.2,2.1,21.3,1.8,32.0
-8.0,127.8,2.4,18.9,0.2,25.6
0.5,81.4,2.0,1.6,0.8,12.8
-0.9000000000000057,124.3,0.8,0.3,4.1,20.0
-3.4000000000000057,54.6,1.6,10.3,4.8,25.6
0.20000000000000284,84.2,2.8,4.3,1.9,20.0
-0.09999999999999432,58.2,5.3,4.7,1.8,28.4
-5.200000000000003,84.6,3.7,20.4,1.4,24.8
-0.6000000000000085,115.8,1.8,0.1,2.1,33.6
-5.1000000000000085,52.3,1.6,18.5,2.6,33.2
-2.5999999999999943,133.6,2.4,19.7,3.0,14.8
-4.000000000000007,67.6,4.2,18.7,0.3,22.0
-1.0,99.7,0.9,0.4,3.8,18.0
-2.299999999999997,86.7,1.6,6.0,5.0,39.2
-5.299999999999997,106.8,3.4,19.3,5.9,39.2
-0.5,94.4,4.2,15.2,0.7,13.6
-5.0,65.9,1.5,17.9,0.8,22.8
-0.29999999999999716,68.8,2.6,0.4,3.5,36.4
-2.200000000000003,52.4,0.8,5.4,2.2,28.4
-3.0,90.9,0.1,4.1,4.3,32.0
0.20000000000000284,83.2,2.4,4.8,0.5,22.4
-1.2999999999999972,97.5,1.8,6.3,2.9,22.0
-4.400000000000006,85.3,2.1,18.8,1.3,21.6
-1.0,75.0,1.6,4.0,0.3,37.2
-6.5,147.3,3.0,21.8,1.8,37.6
-1.0,111.5,5.0,14.6,1.1,18.8
-5.8999999999999915,128.7,5.2,21.0,0.7,22.0
0.4000000000000057,131.4,3.4,8.2,0.4,29.6
-6.799999999999997,99.7,0.8,17.5,5.2,20.8
-1.3000000000000114,110.2,2.2,7.3,0.4,34.4
-1.6999999999999886,119.4,3.7,12.8,0.5,35.2
0.6999999999999886,105.0,4.6,7.9,4.4,20.4
-4.5,93.6,1.4,13.5,0.4,40.0
-1.2000000000000028,123.1,1.1,4.4,0.4,25.2
1.0,72.9,1.6,0.3,0.6,48.4
0.10000000000000853,70.4,1.5,0.2,0.4,38.4
-7.199999999999989,133.7,1.2,13.5,5.0,38.4
-4.099999999999994,105.9,2.3,14.6,4.7,44.0
-0.4000000000000057,89.7,1.2,0.3,0.2,38.0
-3.0,67.9,1.7,9.7,4.4,37.6
0.0,63.5,0.8,0.6,0.3,26.4
0.29999999999999716,92.7,2.3,2.2,0.5,12.4
-0.29999999999999716,53.9,1.8,7.8,1.2,14.8
-0.5,74.3,0.8,1.5,3.0,31.6
-1.0,68.8,1.9,1.5,5.0,38.4
-3.5,102.0,2.0,6.5,1.3,36.0
-1.7000000000000028,84.6,2.4,10.7,4.2,36.4
-3.0,85.0,2.1,10.2,2.2,22.4
-5.099999999999994,89.9,1.7,13.9,1.3,18.8
-3.5,125.8,2.1,10.4,0.1,16.4
-2.6999999999999886,125.3,0.6,5.0,3.9,40.4
-4.099999999999994,95.3,0.5,11.2,3.9,37.6
-4.8999999999999915,82.7,1.2,15.9,1.6,16.4
4.8999999999999915,76.1,4.4,0.1,0.5,10.4
-2.1999999999999886,104.2,3.4,13.3,3.7,22.0
-1.4000000000000057,109.8,1.3,5.6,4.0,36.0
-5.299999999999997,144.1,2.1,8.6,5.2,38.0
-0.5999999999999943,90.3,2.5,10.4,1.0,34.4
-2.5,73.9,2.5,9.7,3.3,38.8
-5.599999999999994,74.5,1.5,21.1,2.4,37.6
-2.9000000000000057,62.4,1.3,11.9,5.2,31.2
-2.0,117.3,2.2,7.1,1.3,16.4
-1.2000000000000028,92.9,2.7,9.5,0.4,20.8
-2.5,107.6,1.7,7.6,1.9,21.2
-1.5,126.6,1.9,4.5,1.2,23.2
-2.0,60.6,1.9,8.1,2.1,11.6
0.0,106.5,2.9,6.8,0.1,26.8
-0.10000000000000853,94.8,1.0,0.1,2.3,18.4
-4.0,121.3,3.3,19.9,3.5,7.2
-2.5,66.7,2.1,17.1,1.2,32.0
0.0,115.1,2.3,3.2,0.6,14.8
-1.7999999999999972,94.9,0.6,5.8,0.7,24.4
-5.099999999999994,86.1,2.5,21.5,1.4,26.4
-4.5,92.5,3.8,15.6,5.6,31.2
-1.2000000000000028,54.9,1.2,0.3,4.4,26.8
-4.0,116.1,3.7,20.6,2.1,31.2
-1.0,70.3,0.7,0.7,2.6,35.2
0.5,84.6,1.9,1.0,4.1,8.4
0.20000000000000284,102.3,3.5,2.4,2.7,37.2
0.5999999999999943,130.8,1.8,0.2,0.5,20.0
0.4000000000000057,94.8,2.4,0.3,0.9,29.2
0.7000000000000028,66.1,1.8,1.0,0.6,34.8
-1.3999999999999986,109.5,0.6,6.9,0.7,4.8
-6.200000000000003,77.5,2.0,20.9,4.5,40.4
-0.5999999999999943,77.3,2.3,1.5,5.9,18.4
-7.1000000000000085,161.7,1.1,16.6,0.7,18.4
-0.29999999999999716,66.3,4.4,13.0,0.3,48.0
-4.799999999999997,121.0,3.1,13.8,4.7,34.8
-4.0,87.8,2.5,21.0,4.8,40.8
-1.8000000000000114,88.4,1.8,9.7,0.3,35.6
-4.700000000000003,115.7,2.2,19.9,1.7,21.6
-2.799999999999997,101.8,1.8,12.7,0.2,44.0
0.10000000000000853,65.4,1.0,1.1,1.2,7.6
-3.8000000000000114,78.3,1.3,16.2,1.3,26.0
-3.9000000000000057,107.7,2.1,15.6,5.1,20.4
-1.8000000000000114,65.4,2.8,6.3,5.7,31.2
-0.7000000000000028,91.8,0.4,0.6,1.0,21.2
-0.10000000000000853,85.5,3.0,0.1,5.1,39.2
0.7999999999999972,73.0,1.4,0.2,1.0,24.4
-2.799999999999997,122.3,3.3,11.9,4.3,28.8
0.29999999999999716,90.7,2.0,0.3,4.3,14.4
1.3000000000000114,69.4,2.9,2.1,2.0,14.4
0.6000000000000085,89.3,3.1,5.2,1.0,21.2
-2.5,120.2,2.6,12.8,0.2,24.4
-1.4000000000000057,95.8,1.6,5.6,2.1,32.0
-1.4000000000000057,62.8,1.1,4.0,1.1,36.8
-0.6000000000000085,59.8,1.5,0.2,5.7,16.0
-1.0999999999999943,85.1,2.0,7.4,2.0,21.6
-3.3999999999999915,61.9,1.8,13.3,2.6,18.0
-5.5,124.6,0.1,14.4,4.9,14.4
-0.7999999999999972,125.5,3.1,7.2,4.3,27.6
-3.1000000000000085,116.9,2.1,14.0,4.6,23.2
-3.799999999999997,99.3,2.2,18.1,0.3,27.6
1.2999999999999972,95.5,3.1,3.4,0.1,19.6
-2.4000000000000057,58.3,3.7,20.7,5.5,23.6
0.7999999999999972,83.3,3.2,4.5,0.1,21.6
0.0,113.9,1.2,0.9,0.2,10.8
-0.8999999999999915,52.5,3.6,16.4,2.1,14.8
-0.29999999999999716,97.8,1.3,2.6,0.4,46.4
-3.0,88.5,0.2,12.6,1.1,29.6
-7.0,84.5,1.8,19.6,3.4,52.4
-1.5,71.6,2.4,18.6,3.5,16.8
2.700000000000003,87.3,3.6,0.5,0.8,30.0
2.3999999999999915,158.5,5.3,0.1,0.7,28.0
-7.0,110.2,2.4,15.5,4.9,46.8
-3.8000000000000114,70.2,1.9,17.2,1.2,24.0
-1.6999999999999886,106.8,3.8,10.5,5.3,47.2
-1.7000000000000028,86.6,1.7,6.2,0.3,41.2
2.3999999999999915,87.8,4.5,0.0,0.3,49.6
-7.400000000000006,103.6,1.3,16.4,0.9,32.0
-1.7000000000000028,145.1,1.5,0.3,0.6,40.8
1.2999999999999972,94.8,2.8,0.9,0.7,23.6
-3.1000000000000085,56.1,0.9,15.3,3.3,32.0
-1.4000000000000057,120.7,2.6,9.6,1.5,43.6
-5.0,98.0,2.7,18.1,5.8,8.4
-0.7000000000000028,70.6,2.5,8.6,0.4,15.2
1.1999999999999886,62.5,2.1,0.4,0.8,35.2
0.20000000000000284,139.0,3.7,0.4,2.3,32.0
-6.099999999999994,118.5,1.9,13.9,3.0,22.8
-0.5999999999999943,90.5,1.9,0.9,3.6,9.2
-3.200000000000003,70.4,2.8,14.5,0.4,18.4
1.0999999999999943,88.6,4.0,0.6,4.4,21.2
-0.7999999999999972,58.7,4.5,21.7,2.3,32.8
-4.900000000000006,71.2,0.3,18.0,3.9,18.8
-0.9000000000000057,81.5,1.8,4.9,3.3,11.2
-2.1999999999999886,101.4,3.6,11.6,5.1,22.8
-1.4000000000000057,99.9,2.9,20.4,0.4,14.8
-7.0,121.2,1.6,19.8,1.5,25.6
-7.200000000000003,160.9,1.3,0.0,2.7,24.4
-0.29999999999999716,91.1,2.8,11.8,0.6,22.4
-0.9000000000000057,65.2,5.0,12.4,3.4,8.4
-0.6999999999999886,103.8,3.0,0.1,4.6,20.0
-0.4000000000000057,65.6,0.4,0.4,1.5,26.8
-3.3999999999999915,102.6,1.7,10.7,0.4,32.8
-6.6000000000000085,75.7,2.2,18.8,4.4,24.0
-3.799999999999997,105.5,1.2,16.9,1.6,19.6
-3.5,92.5,1.0,12.9,0.4,41.6
0.10000000000000853,71.3,3.0,9.8,2.7,26.4
-0.7000000000000028,107.6,2.1,6.3,0.4,44.8
-1.5,78.1,2.9,16.2,0.9,26.4
-3.4000000000000057,72.3,2.3,15.3,3.5,22.8
-2.3999999999999915,59.9,2.0,13.6,0.9,22.4
3.0,113.6,4.7,7.2,1.6,20.0
-2.299999999999997,121.9,0.8,4.3,0.7,22.4
2.6999999999999886,50.0,3.1,0.6,0.6,11.6
-2.4000000000000057,116.9,2.7,13.5,0.2,51.6
-3.0,108.7,4.6,13.7,0.2,34.4
-1.0,53.2,1.0,4.6,0.5,28.0
-2.8999999999999915,112.4,3.1,10.4,1.8,6.4
-4.0,113.5,2.3,13.5,4.4,36.8
-4.1000000000000085,117.6,1.9,13.3,5.5,49.6
-5.5,79.0,0.2,14.1,1.7,46.8
-4.199999999999989,62.3,1.4,20.0,0.5,22.8
-1.5,64.5,3.2,12.2,1.3,28.8
-0.29999999999999716,112.9,3.8,8.9,0.5,11.6
-3.200000000000003,104.0,2.1,19.7,0.5,40.8
-4.0,128.7,2.7,15.9,0.2,29.2
-3.0,85.1,1.7,11.9,3.7,39.6
-3.8000000000000114,82.1,2.7,18.2,1.6,19.2
0.6000000000000085,85.9,2.1,5.9,0.9,28.0
-0.7999999999999972,80.1,0.1,0.7,1.3,25.6
-4.5,95.7,1.8,22.0,0.6,14.8
-1.7000000000000028,123.7,2.3,0.3,1.4,18.4
1.6999999999999886,62.3,3.0,1.2,0.4,35.6
-7.099999999999994,72.7,2.2,20.4,0.3,21.6
-0.6000000000000085,112.9,2.0,4.8,0.9,18.8
2.0999999999999943,78.5,4.7,4.3,4.9,35.6
1.2000000000000028,77.9,4.4,8.8,0.7,19.2
-1.7999999999999972,122.8,2.1,8.6,0.2,42.8
0.7999999999999972,126.8,4.5,2.4,4.0,22.8
-0.7000000000000028,115.7,1.6,2.3,2.9,14.0
-0.3999999999999915,134.3,1.6,3.3,0.4,16.0
0.6999999999999886,53.1,2.9,2.0,1.6,14.8
2.200000000000003,115.8,5.4,5.7,3.6,10.8
2.3000000000000114,64.2,3.2,0.4,5.1,25.2
-0.20000000000000284,67.4,3.6,6.9,5.6,20.8
-2.5,69.7,2.9,21.2,1.0,14.4
-3.299999999999997,132.4,1.8,5.1,1.6,16.8
-9.099999999999994,65.4,2.3,21.8,2.0,37.6
-4.299999999999997,79.8,1.9,17.2,1.2,28.4
0.20000000000000284,63.1,2.1,0.8,4.8,22.0
-2.6999999999999886,111.3,1.8,11.1,2.3,12.0
-2.299999999999997,142.6,1.5,0.3,1.8,18.8
-5.700000000000003,116.8,2.4,21.3,1.3,41.6
-0.9000000000000057,51.7,2.6,6.9,2.0,20.4
-4.0,162.4,2.2,4.6,2.5,20.4
-4.700000000000003,135.9,1.5,17.7,2.2,25.6
0.4000000000000057,122.5,3.4,8.5,0.4,16.0
-5.900000000000006,108.2,5.1,20.7,4.5,43.6
-1.6000000000000085,113.4,1.2,3.8,0.5,18.4
0.29999999999999716,135.3,5.3,0.1,5.3,43.6
-0.5999999999999943,59.8,2.6,2.6,5.3,38.8
-3.3000000000000114,85.3,2.4,17.3,1.3,16.4
-4.099999999999994,72.1,1.7,18.2,1.3,31.2
-2.0999999999999943,120.9,5.3,10.8,4.7,25.6
-5.400000000000006,120.9,1.3,13.2,2.0,47.2
-3.1000000000000085,82.6,1.0,13.0,0.4,40.0
-4.200000000000003,59.8,1.1,14.3,1.4,18.4
1.0,80.0,3.0,7.2,5.5,25.2
0.6000000000000085,71.4,3.0,0.5,0.8,45.6
-2.9000000000000057,70.8,2.8,15.5,1.9,24.4
-5.099999999999994,60.8,1.4,20.9,5.7,9.2
-1.0999999999999943,110.3,1.7,0.0,4.9,37.2
-0.5,72.0,1.0,1.8,1.6,28.4
-3.8999999999999915,114.4,2.8,17.2,3.4,11.2
-1.5,86.5,0.4,2.6,4.6,28.0
-5.900000000000006,92.8,3.0,18.4,4.4,41.6
-3.3000000000000114,84.0,1.6,19.1,0.4,24.8
0.9000000000000057,67.3,3.5,9.8,0.6,30.0
-1.4000000000000057,73.9,3.5,10.4,0.6,35.2
0.8999999999999915,68.4,1.7,0.3,1.5,8.8
-1.2999999999999972,135.8,1.7,1.4,0.4,26.0
-3.0,142.5,3.3,11.0,0.3,18.0
2.4000000000000057,72.1,3.2,0.2,4.8,3.2
-1.0,80.9,1.8,5.6,1.3,19.2
-3.0999999999999943,83.3,1.9,20.2,0.9,15.6
-0.8000000000000114,81.1,1.4,1.0,5.9,37.6
-3.5,83.1,3.1,17.7,0.3,52.8
1.2000000000000028,74.8,5.1,4.1,4.2,11.2
-3.9000000000000057,54.7,4.5,18.4,1.3,31.6
-2.299999999999997,68.9,4.0,13.7,0.8,34.4
-1.7000000000000028,110.8,0.7,4.1,0.5,20.0
-1.6000000000000085,56.2,1.8,10.1,0.3,36.8
-4.5,124.4,1.0,11.1,1.6,24.8
0.7000000000000028,86.7,2.4,3.3,2.0,16.4
-6.299999999999997,144.6,2.4,4.3,5.2,36.0
-2.700000000000003,143.1,1.4,10.0,0.9,24.4
1.7000000000000028,151.8,3.9,0.2,3.5,15.6
-1.5,89.9,0.7,3.4,0.3,34.8
-0.3999999999999915,97.0,4.0,1.7,5.2,12.0
-4.0,160.5,4.2,12.8,4.5,48.8
-0.09999999999999432,87.6,1.6,3.6,3.2,41.6
-3.6999999999999886,102.9,1.5,20.0,0.4,33.2
-2.799999999999997,87.0,1.6,8.7,0.3,44.4
-0.9000000000000057,111.3,1.8,0.5,5.2,25.2
0.20000000000000284,127.8,4.5,13.4,2.6,41.6
-3.799999999999997,121.6,2.0,13.4,1.6,30.4
-1.0,66.8,4.0,14.8,2.6,10.4
-5.3999999999999915,74.5,2.0,20.0,1.1,19.6
-2.799999999999997,98.8,3.4,21.8,0.4,32.0
-5.0,74.5,1.7,17.7,5.2,31.6
-0.29999999999999716,135.1,4.5,7.2,4.3,30.4
-2.5,95.5,2.5,19.3,0.8,33.2
-6.3999999999999915,150.9,0.8,10.3,3.9,40.4
-4.700000000000003,107.4,4.0,16.3,3.8,28.0
-5.799999999999997,65.5,3.9,17.6,4.9,41.2
-3.1000000000000085,131.8,1.8,7.9,4.0,28.0
-3.3999999999999915,98.8,2.8,16.5,4.3,25.6
-2.700000000000003,112.5,3.2,8.7,4.3,40.0
-5.799999999999997,137.1,0.9,16.7,1.9,26.4
1.2000000000000028,119.7,1.6,0.3,0.4,16.4
-0.7999999999999972,127.6,5.3,7.5,0.7,22.8
-0.5999999999999943,112.5,3.0,5.0,1.2,42.0
-0.8999999999999915,109.5,3.9,10.0,0.0,19.2
-3.3000000000000114,107.6,2.2,16.4,0.6,44.0
1.7999999999999972,81.9,3.0,1.1,0.3,15.2
-3.8999999999999915,92.2,1.1,15.4,2.1,4.8
-1.2000000000000028,107.9,1.1,4.7,0.6,14.4
0.20000000000000284,73.7,1.3,0.2,0.9,23.2
1.4000000000000057,95.1,3.3,2.0,1.0,24.0
-4.900000000000006,111.9,2.5,19.2,0.5,30.8
-2.1000000000000085,87.0,2.2,6.3,3.5,8.0
1.8000000000000114,109.1,4.0,5.9,1.4,6.8
1.6999999999999886,94.9,3.1,3.1,4.0,17.2
-3.5,82.5,1.6,14.0,0.5,20.4
0.10000000000000853,66.6,3.8,9.6,4.4,14.0
0.30000000000001137,80.4,3.0,5.4,1.7,24.0
2.299999999999997,83.6,4.1,7.8,2.0,3.6
0.30000000000001137,64.7,0.9,0.5,0.4,10.4
-2.4000000000000057,92.7,2.2,19.2,1.6,24.0
-6.400000000000006,95.5,1.6,20.0,5.1,11.2
-1.5,146.0,3.9,18.4,0.4,32.0
3.4000000000000057,123.1,5.4,16.7,0.1,40.4
-0.7000000000000028,53.8,1.8,8.2,1.2,31.6
1.6000000000000085,86.0,4.3,2.4,0.1,22.0
-2.4000000000000057,62.9,2.6,12.9,0.4,30.8
-5.6000000000000085,71.0,2.1,20.4,0.7,9.6
0.29999999999999716,93.7,3.3,3.3,2.1,22.4
2.5999999999999943,73.6,3.5,0.4,1.4,14.8
-1.7999999999999972,78.2,3.1,18.0,0.5,34.8
-1.5999999999999943,104.8,1.7,5.7,5.5,21.6
-5.700000000000003,77.0,2.4,19.3,2.6,33.6
0.7000000000000028,102.7,3.8,8.9,1.0,33.2
-5.5,86.0,2.6,15.9,5.5,23.2
-7.900000000000006,154.3,2.9,21.3,1.7,23.2
-1.4000000000000057,89.3,2.0,13.0,2.8,11.6
-4.799999999999997,77.7,1.8,16.8,4.5,22.0
-0.6000000000000085,75.5,0.9,0.0,0.6,31.2
-2.299999999999997,82.9,0.9,10.2,1.0,20.8
-3.799999999999997,90.5,2.6,21.7,1.0,26.4
-2.700000000000003,61.3,4.5,18.8,2.1,27.2
-5.1000000000000085,110.8,2.4,14.0,0.4,42.0
-1.0,84.5,1.4,1.8,4.7,26.0
-3.6000000000000085,120.1,2.0,17.1,3.9,19.6
-4.200000000000003,118.8,1.4,21.4,1.1,19.2
2.0,61.5,2.7,0.6,1.7,16.0
-2.0,64.2,4.5,22.0,0.4,15.6
0.9000000000000057,114.4,3.3,1.5,4.1,22.0
-6.199999999999989,66.3,2.5,19.7,4.2,26.0
0.4000000000000057,75.1,3.2,4.7,2.5,20.0
-3.8999999999999915,77.5,1.7,19.1,0.8,30.4
-4.799999999999997,129.4,2.5,10.8,3.8,25.2
-5.700000000000003,116.8,4.4,14.3,4.4,44.4
-2.0,115.3,1.3,6.3,3.6,47.6
-1.5999999999999943,85.9,3.3,14.2,0.4,34.4
-5.199999999999996,51.3,1.5,19.1,4.4,39.6
-1.2999999999999972,100.1,3.0,6.9,4.9,22.0
-3.200000000000003,112.1,2.6,14.4,1.8,15.6
0.4000000000000057,97.7,2.8,1.1,0.5,24.4
-3.799999999999997,53.6,2.9,15.6,0.7,19.2
-4.799999999999997,92.5,1.2,13.9,0.7,45.6
-8.400000000000006,149.6,1.7,15.5,0.5,30.0
1.2999999999999972,117.0,3.8,0.0,0.5,26.8
-1.6999999999999886,72.4,3.7,11.5,4.0,41.2
-5.900000000000006,98.6,2.4,21.9,0.4,25.6
-3.0,70.0,1.6,17.0,1.4,22.0
0.29999999999999716,82.7,2.9,9.1,3.9,29.6
-3.299999999999997,57.2,2.1,11.7,0.2,38.8
-5.900000000000006,85.7,1.2,16.3,3.2,23.2
2.0,119.3,4.8,0.3,2.4,12.8
-0.20000000000000284,98.1,3.0,9.2,0.4,32.0
0.5999999999999943,123.5,3.4,2.8,0.7,28.0
-2.1999999999999886,73.6,1.2,7.1,0.7,46.8
-4.200000000000003,91.8,3.1,13.4,3.6,46.4
-1.7000000000000028,120.8,2.4,18.7,5.1,26.8
1.0,89.0,2.6,0.2,0.8,35.2
-4.0,91.1,1.7,11.0,1.3,38.4
-2.200000000000003,100.1,3.4,13.4,1.2,37.6
-0.8999999999999915,62.1,1.5,8.0,1.4,20.0
-2.0999999999999943,89.7,3.8,15.5,3.9,28.0
-3.0999999999999943,105.9,1.6,18.3,0.2,10.4
-1.2999999999999972,99.7,3.0,8.7,0.5,12.8
-5.900000000000006,145.9,1.4,10.4,1.0,39.2
-1.0,70.4,1.4,0.8,3.0,30.4
-1.5999999999999943,112.5,1.7,1.1,3.5,26.8
-2.5999999999999943,81.7,2.2,10.1,0.6,32.4
-2.0999999999999943,108.9,1.7,10.4,0.4,42.8
-1.4000000000000057,124.6,2.8,2.3,3.9,18.0
-2.299999999999997,87.7,2.6,10.7,1.9,8.8
-0.5,98.7,4.8,11.8,4.7,12.0
-1.0,73.0,1.5,3.0,5.1,20.4
-0.7999999999999972,60.4,2.6,10.2,0.4,22.4
-2.6999999999999886,118.0,4.5,18.4,5.8,30.8
-2.5999999999999943,99.1,1.0,10.7,1.0,21.2
0.20000000000000284,71.5,2.6,1.1,5.0,27.6
-8.200000000000003,154.5,2.9,15.1,1.9,31.2
-0.10000000000000853,72.4,2.2,1.0,3.4,29.6
2.5999999999999943,130.0,5.4,0.2,1.4,40.0
-4.200000000000003,69.5,2.5,18.5,0.9,47.2
-2.0999999999999943,68.8,4.0,16.9,0.2,15.6
-1.8999999999999915,98.9,0.5,0.0,4.7,36.8
-1.8999999999999915,120.4,1.8,8.3,1.6,16.8
-0.20000000000000284,69.3,1.1,1.0,1.0,30.0
1.4000000000000057,87.7,2.8,0.1,0.8,30.8
-0.4000000000000057,100.4,1.6,1.2,1.8,14.8
0.0,85.7,1.7,1.0,1.1,32.4
-4.1000000000000085,71.7,0.2,9.7,4.3,10.4
-3.1000000000000085,113.8,1.9,15.1,1.2,42.0
-1.4000000000000057,84.0,1.1,3.0,5.7,9.6
-2.4000000000000057,112.6,3.6,11.1,0.8,18.4
-4.299999999999997,122.9,0.9,13.0,0.4,27.6
-2.799999999999997,99.8,1.7,11.9,1.0,46.4
-3.0,116.5,2.7,8.2,0.2,27.6
-3.5,74.0,2.6,18.1,0.6,6.8
-0.7000000000000028,67.5,1.0,0.4,3.8,30.8
-1.8999999999999915,58.9,1.5,6.4,4.8,18.4
-1.8999999999999915,108.3,2.2,7.1,5.9,46.4
-0.7999999999999972,70.1,1.8,10.7,1.3,25.6
-4.299999999999997,85.4,3.5,18.2,1.0,32.0
-2.0999999999999943,130.2,1.4,6.6,3.5,30.4
-1.2999999999999972,56.9,1.5,2.9,3.5,12.0
-4.699999999999989,137.2,2.2,19.1,0.9,32.0
-0.4000000000000057,76.1,2.3,4.3,0.5,25.2
0.29999999999999716,94.0,1.8,4.6,0.3,16.0
-2.3999999999999915,127.7,1.5,4.6,4.8,27.2
1.3999999999999915,86.3,4.3,7.5,2.7,18.8
-1.1999999999999886,125.0,3.5,16.1,2.4,22.4
-3.0999999999999943,57.3,3.0,17.6,3.2,27.6
-2.299999999999997,93.1,0.3,0.1,5.5,20.0
-4.5,121.2,3.5,19.7,4.0,34.4
-2.700000000000003,134.9,1.6,10.3,0.8,18.4
-3.299999999999997,113.9,1.9,10.9,4.0,31.6
-1.2000000000000028,115.2,1.4,1.5,3.8,40.8
-0.5999999999999943,53.9,2.4,3.9,2.2,24.8
-4.300000000000011,98.2,3.1,21.0,2.0,24.0
-4.099999999999994,135.0,1.8,12.8,3.8,25.6
-4.5,61.0,1.6,20.5,0.7,28.4
-2.1000000000000085,75.3,2.3,14.7,0.7,14.4
-6.900000000000006,115.8,1.7,20.9,1.4,24.4
-0.7000000000000028,129.9,3.6,5.9,1.1,8.0
1.6999999999999886,76.6,4.5,1.1,0.3,22.4
-4.099999999999994,111.5,1.9,16.9,4.4,19.2
-6.1000000000000085,78.4,2.3,21.5,1.0,19.6
-2.8000000000000114,96.8,2.5,12.6,1.5,31.2
-3.5,153.9,4.2,20.5,0.2,46.0
-5.0,96.6,1.0,13.4,2.5,7.2
-0.6999999999999886,111.7,2.5,13.9,5.3,34.0
1.9000000000000057,90.9,3.7,0.1,0.4,28.0
1.5,73.1,4.4,11.6,0.4,15.2
-6.5,95.6,2.1,17.3,1.2,36.8
-4.099999999999994,72.0,2.9,19.1,1.6,39.2
1.2999999999999972,88.7,4.7,5.6,2.7,24.0
-6.199999999999989,78.7,2.8,21.9,2.1,22.4
-7.8999999999999915,159.0,3.2,18.8,0.4,14.0
-0.20000000000000284,68.1,1.5,0.7,1.2,51.6
-3.9000000000000057,88.3,1.4,16.4,2.7,34.0
0.8999999999999915,77.4,2.2,0.2,0.0,18.4
0.5,55.4,1.8,0.1,5.0,17.6
-0.7000000000000028,124.5,2.5,3.4,1.2,36.0
1.2000000000000028,51.1,2.8,1.1,0.5,36.8
1.9000000000000057,50.0,3.5,0.3,0.5,13.2
0.09999999999999432,106.9,4.7,8.6,3.1,26.0
-8.900000000000006,102.9,4.1,19.5,4.7,51.6
-6.5,88.3,1.6,20.1,0.5,31.2
-2.4000000000000057,96.3,2.3,11.4,0.4,32.0
